Region,"Case Number","Case Name",Status,"Date Filed","Date Closed","Reason Closed",City,"States & Territories","Unit ID","Ballot Type","Tally Type","Tally Date","No of Eligible Voters","Void Ballots","Labor Union1","Votes for Labor Union1","Labor Union2","Votes for Labor Union2","Labor Union3","Votes for Labor Union3","Votes Against","Total Ballots Counted","Runoff Required","Challenged Ballots","Challenges are Determinative","Union to Certify","Voting Unit (Unit A)","Voting Unit (Unit B)","Voting Unit (Unit C)","Voting Unit (Unit D)"
"Region 01, Boston, Massachusetts",01-RC-251507,"Live Nation Worldwide, Inc.",Closed,11/12/2019,08/27/2021,"Certific. of Representative",Boston,MA,A,"Single Labor Organization",Initial,08/19/2021,72,,"International Alliance of Theatrical Stage Employees, Moving Picture Technicians, Artists and Allied Crafts, Local B-4",30,,,,,8,38,,6,,"International Alliance of Theatrical Stage Employees, Moving Picture Technicians, Artists and Allied Crafts, Local B-4","Included: Ushers and fan ambassadors employed at the Employer's facility located at 290 Northern Ave., Boston, Massachusetts.

Excluded: All office clerical employees, guards, professional employees and supervisors as defined in the Act, and all other employees.",,,
"Region 12, Tampa, Florida",12-RD-253348,"West Fraser, Inc.",Closed,12/13/2019,07/08/2021,"Certific. of Representative",Blackshear,GA,A,"Single Labor Organization",Rerun,06/01/2021,106,9,"United Steel, Paper and Forestry, Rubber, Manufacturing, Energy, Allied Industrial and Service Workers International Union, AFL-CIO, CLC and its Local Union #9-1465",46,,,,,14,60,,,,"United Steel, Paper and Forestry, Rubber, Manufacturing, Energy, Allied Industrial and Service Workers International Union, AFL-CIO, CLC and its Local Union #9-1465","All  production  and  maintenance   employees  of  the  Employer  at  its Blackshear,   Georgia   
facility;   excluding   office   clerical   employees, professional employees,  leadmen, guards and 
supervisors as defined in the Act.

",,,
"Region 32, Oakland, California",32-RD-252832,"Euromotors of Oakland, Inc. d/b/a Mercedes-Benz of Oakland",Closed,12/05/2019,04/28/2021,"Certification of Results",Oakland,CA,A,"Single Labor Organization",Initial,04/20/2021,41,,"EAST BAY AUTOMOTIVE COUNCIL, EAST BAY AUTOMOTIVE MACHINISTS LODGE NO. 1546, DISTRICT LODGE NO.190 OF CALIFORNIA",14,,,,,18,32,,2,,,"All full-time and regular part-time service technicians, shop foremen, service advisors, part advisors, lead stockroom clerks, parts stockroom clerks-drivers, detailers, car washers, porters, and utility persons employed by the Employer at its facility located at 2915 Broadway, Oakland, CA; excluding non-union employees who fall within the scope of Article XVIII H of the collective bargaining agreement extending from November 1, 2018 through October 31, 2021, all other employees, confidential employees, office clerical employees, guards, and supervisors as defined in the Act.",,,
"Region 22, Newark, New Jersey",22-RD-243803,"HMH Residential Care, Inc., d/b/a Meridian Nursing and Rehabilitation at Shrewsbury",Closed,06/25/2019,04/13/2021,"Certific. of Representative",Shrewsbury,NJ,A,"Single Labor Organization",Initial,04/05/2021,93,,"1199 SEIU UNITED HEALTHCARE WORKERS EAST",44,,,,,7,51,,14,,"1199 SEIU UNITED HEALTHCARE WORKERS EAST","INCLUDED:  All full-time and regular part-time certified nurses’ aides, per diems* (subject to the terms of Section 2a of the collective bargaining agreement), hospitality aides, environmental service aides including laundry, cooks, and dietary aides employed by the Employer at its 89 Avenue at the Common, Shrewsbury, New Jersey facility.
EXCLUDED: All other employees, including registered nurses, licensed practical nurses, maintenance employees, patient activities director, confidential/office and clerical employees, casual employees, professional employees, supervisory cooks, managerial and supervisory employees, watchmen and guards as defined in the National Labor Relations Act.
*Per diem employees are those employees who have averaged 4 hours a week in the quarter preceding the eligibility date.



















",,,
"Region 06, Pittsburgh, Pennsylvania",06-RC-252844,"Area Wide Protective (AWP)",Closed,12/04/2019,03/11/2021,"Certific. of Representative",Parkersburg,WV,A,"Single Labor Organization",Rerun,03/03/2021,67,,"International Brotherhood of Electrical Workers Local Union 978",20,,,,,2,22,,4,,"International Brotherhood of Electrical Workers Local Union 978","All protectors, senior protectors, and lead protectors (also known as flaggers and safety control specialists) employed by the Employer and reporting to Area Wide Protective (AWP) 132- Parkersburg, WV and Area Wide Protective (AWP) 133- Huntington, WV; but excluding all clerical employees, confidential employees, and guards, and supervisors and professional employees as defined in the Act, and all other employees.",,,
"Region 06, Pittsburgh, Pennsylvania",06-RC-252844,"Area Wide Protective (AWP)",Closed,12/04/2019,03/11/2021,"Certific. of Representative",Parkersburg,WV,A,"Single Labor Organization",Rerun,03/03/2021,67,,"International Brotherhood of Electrical Workers Local Union 978",20,,,,,2,22,,4,,"International Brotherhood of Electrical Workers Local Union 978","All protectors, senior protectors, and lead protectors (also known as flaggers and safety control specialists) employed by the Employer and reporting to Area Wide Protective (AWP) 132- Parkersburg, WV and Area Wide Protective (AWP) 133- Huntington, WV; but excluding all clerical employees, confidential employees, and guards, and supervisors and professional employees as defined in the Act, and all other employees.",,,
"Region 29, Brooklyn, New York",29-RC-250868,"IBI Armored Services Inc.",Closed,10/31/2019,01/04/2021,"Certific. of Representative",Woodside,NY,A,"Single Labor Organization",Initial,12/17/2020,66,1,"Special and Superior Officers Benevolent Association",17,,,,,2,19,,3,,"Special and Superior Officers Benevolent Association","Included: All full-time and regular part-time employees who perform guard duties as defined in Section 9(3) of the Act, including armed and unarmed couriers employed by the employer at its Facility located at 37-06 61st Street, Woodside, NY 11377. 

Excluded: All office clerical employees, professional employees, dispatchers, leads and supervisors as defined by the Act.",,,
"Region 32, Oakland, California",32-RD-247755,"Cypress Manufacturing Company, a Wholly Owned Subsidiary of Indus Holding Company",Closed,09/06/2019,12/29/2020,"Certification of Results",Salinas,CA,A,"Single Labor Organization",Initial,12/16/2020,35,1,"UNITED FOOD AND COMMERCIAL WORKERS UNION, LOCAL 5",,,,,,24,24,,1,,,"Included: All full-time and regular part-time general labor employees, packaging employees, production employees, dishwashers, maintenance employees, inventory employees, lab extraction technicians and lab extraction apprentices employed by the Employer at its facility located at 20 Quail Run Circle, Salinas, California.

Excluded: Consultants, company owners, management employees, truck drivers, salespersons, administrative employees, working foremen, temporary employees employed by a third-party contractor, confidential employees, office clerical employees, guards, and supervisors as defined in the Act.

Also eligible to vote are all employees in the unit who have worked an average of four (4) hours or more per week during the 13 weeks immediately preceding the eligibility date for the election.
",,,
"Region 25, Indianapolis, Indiana",13-RC-252563,"Allied Power Services, LLC",Closed,11/27/2019,12/10/2020,"Certific. of Representative",Braidwood,IL,A,"Revised Single Labor Org",Rerun,11/05/2020,,1,"International Brotherhood of Electrical Workers Locals 145, 146, 176, 364, and 601",25,,,,,23,49,,6,,"International Brotherhood of Electrical Workers Locals 145, 146, 176, 364, and 601","All electrical superintendents, work planner – electrical trainees, work planners electrical, lead electrical planners employed by the Employer at jobsites located in the following six cities in Illinois: Braceville, Byron, Clinton, Cordova, Marseilles, and Morris; BUT EXCLUDING office clerical employees, professional employees, electrical lead superintendents, and guards and supervisors as defined in the Act.",,,
"Region 15, New Orleans, Louisiana",15-RM-246203,"AM/NS Calvert, LLC",Closed,08/08/2019,10/22/2020,"Certification of Results",Calvert,AL,A,"Single Labor Organization",Initial,10/14/2020,1017,37,"United Steel, Paper and Forestry, Rubber, Manufacturing, Energy, Allied Industrial and Service Workers International Union",197,,,,,497,694,,133,,,"All hourly full-time and regular part-time production and maintenance employees employed by the Employer at its Calvert, Alabama facility; excluding all office clerical and technical employees, Test Lab Operators and Test Lab Specialists, temporary employees, guards, professional and confidential employees and supervisors as defined in the Act.",,,
"Region 25, Indianapolis, Indiana",25-RC-248645,"Oracle Elevator Holdco, Inc.",Closed,09/20/2019,10/22/2020,"Certification of Results",Indianapolis,IN,A,"Revised Single Labor Org",Initial,10/14/2020,15,,"International Union of Elevator Constructors, AFL-CIO",7,,,,,7,14,,,,,"All full-time and regular part-time Service Technicians, Service Apprentices, Modernization Technicians, Senior Modernization Technicians, and Modernization Apprentices employed by the Employer at its facilities located at 5534 West Raymond Street, Indianapolis and 2102 Kotter Ave., Suite C, Evansville, Indiana; BUT EXCLUDING all administrative and office clerical employees, professional employees, managerial employees, confidential employees, customer service associates, business development managers, guards and supervisors as defined in the Act, and all other employees.",,,
"Region 15, New Orleans, Louisiana",15-RC-250213,"Trane U.S., Inc.",Closed,10/21/2019,10/21/2020,"Certification of Results",Memphis,TN,A,"Single Labor Organization",Initial,10/13/2020,251,10,"United Steel, Paper and Forestry, Rubber, Manufacturing, Energy, Allied Industrial and Service Workers Union AFL-CIO-CLC",59,,,,,108,167,,30,,,"Included: All full-time Inventory Control employees, Maintenance II employees, Materials Clerks, Quality Inspectors, Quality Technicians, Team Leader 1 employees, and Truck Drivers employed by the Employer at its Memphis, Tennessee facility. 

Excluded: All Temporary employees, Office Clerical employees, Assistant Material Planners, Professionals and Supervisors as define by the Act.
",,,
"Region 04, Philadelphia, Pennsylvania",04-RC-253677,"Cake Life Bake Shop, LLC",Closed,12/20/2019,11/02/2020,"Withdrawal Non-adjusted",Philadelphia,PA,A,"Revised Single Labor Org",Initial,10/08/2020,27,,"Cafe Workers United (Fishtown Local 1)",12,,,,,12,24,,,,,"Included: All full-time and regular part-time baristas, dishwashers, pastry employees, and cake employees employed by the Employer at its 1306 Frankford Avenue, Philadelphia, PA facility. 

Excluded: All other employees, office clericals, managers, guards, and supervisors as defined in the National Labor Relations Act.
",,,
"Region 28, Phoenix, Arizona",28-RC-249393,"Amentum Services, Inc. f/k/a Aecom Management Services, Inc. f/k/a URS Federal Services, Inc.",Closed,10/03/2019,05/21/2021,"Dismissal Non-adjusted","Las Vegas",NV,A,"Single Labor Organization",Initial,09/15/2020,163,1,"International Association of Machinists and Aerospace Workers, Local Lodge SC711",43,,,,,1,47,,3,,"International Association of Machinists and Aerospace Workers, Local Lodge SC711","Included: All full-time and regular part-time Avionics Technicians; Aircraft Mechanics; AGE Mechanics; Quality Assurance; Munitions Technicians; Aircraft Scheduling & Document; Supply Technicians; Avionics/Com Technicians in the deployment pool employed by the Employer at Kandahar Airfield, in Kandahar, Afghanistan.

Excluded: All other employees, office and clerical employees, guards and supervisors as defined in the National Labor Relations Act.",,,
