Region,"Case Number","Case Name",Status,"Date Filed","Date Closed","Reason Closed",City,"States & Territories","Unit ID","Ballot Type","Tally Type","Tally Date","No of Eligible Voters","Void Ballots","Labor Union1","Votes for Labor Union1","Labor Union2","Votes for Labor Union2","Labor Union3","Votes for Labor Union3","Votes Against","Total Ballots Counted","Runoff Required","Challenged Ballots","Challenges are Determinative","Union to Certify","Voting Unit (Unit A)","Voting Unit (Unit B)","Voting Unit (Unit C)","Voting Unit (Unit D)"
"Region 29, Brooklyn, New York",29-RM-126444,"Hyde Leadership Charter School - Brooklyn",Closed,04/14/2014,09/20/2016,"Certification of Results",Brooklyn,NY,A,"Single Labor Organization",Initial,09/08/2016,38,,"United Federation of Teachers Alliance of Charter Teachers and Staff",13,,,,,23,36,,,,,"All full-time and regular part-time teachers, including AIS (academic intervention services) teachers, school counselors and ELL (English language learning) coordinators, employed by the Hyde Leadership Charter School – Brooklyn, located at 330 Alabama Avenue, Brooklyn, New York

Excluding: All literary specialists, deans of students, operations assistants, managerial employees (including executive directors, heads of school, directors of operations and directors of special education), confidential employees, office clerical employees, guards and supervisors as defined by the Act.",,,
"Region 03, Buffalo, New York",03-RC-127374,"Marist College",Closed,04/28/2014,08/01/2024,"Certification of Results",Poughkeepsie,NY,A,"Revised Single Labor Org",Initial,09/06/2016,500,12,"Service Employees International Union, Local 200 United",162,,,,,197,359,,47,Y,,"All adjunct faculty*  employed by the Employer who teach undergraduate and/or graduate level courses, who teach in the classroom and/or online, and who teach courses at either the Employer’s Poughkeepsie, New York campus or its Fishkill, New York campus, and Student Teaching Supervisors;  but excluding all other faculty, tenured and tenure eligible faculty, full-time faculty and faculty who only teach in the classroom at locations other than the Poughkeepsie Campus or the Fishkill Campus, administrators, coaches, librarians, directors, managers, guards, supervisors and professional employees as defined in the Act, and all other employees whether or not they have teaching responsibilities.

*The parties agree that for purposes of this election, to be eligible to vote the employees must have taught at least one credit hour in any given semester in the twelve months preceding the eligibility date.",,,
"Region 05, Baltimore, Maryland",05-RC-139478,"Goucher College",Closed,10/24/2014,08/26/2016,"Certific. of Representative",Baltimore,MD,A,"Revised Single Labor Org",Initial,08/18/2016,99,3,"Service Employees International Union, Local 500 (SEIU Local 500)",40,,,,,36,76,,2,,"Service Employees International Union, Local 500 (SEIU Local 500)","All full-time, part-time and half-time, non-tenure and non-tenure track faculty employed by Goucher College to teach at least one credit bearing classes, lessons or labs (including but not limited to Post-Doctoral Teaching Fellows) on its campus located at 1021 Dulaney Valley Road, Baltimore, Maryland 21204; but excluding all graduate and post graduate faculty and teaching fellows, all faculty in the Welch Graduate Studies Center, all tenure and tenure track faculty, all other employees whether or not they have teaching responsibilities, including but not limited to program directors, department chairs, graduate students, teaching associates, teaching assistants, librarians, registrars, deans, provosts, administrators, coaches, office clerical employees, managers, confidential employees, guards and supervisors as defined in the Act.",,,
"Region 05, Baltimore, Maryland",05-RC-137335,"TRANSDEV SERVICES, INC.",Closed,09/23/2014,07/19/2016,"Certific. of Representative",Hyattsville,MD,A,"Single Labor Organization",Initial,07/01/2016,12,,"Amalgamated Transit Union, Local 689, a/w Amalgamated Transit Union, AFL-CIO, CLC",11,,,,,,11,,,,"Amalgamated Transit Union, Local 689, a/w Amalgamated Transit Union, AFL-CIO, CLC","THOSE ELIGIBLE TO VOTE:  All full-time and regular part-time road supervisors and lead road supervisors employed by the Employer at its facility currently located at 3201 Hubbard Road in Hyattsville, Maryland, who were employed by the Employer, 

THOSE NOT ELIGIBLE TO VOTE:  All other employees, guards and supervisors as defined in the Act.",,,
"Region 32, Oakland, California",32-RC-131048,"Blommer Chocolate Company of California, LLC",Closed,06/18/2014,07/01/2016,"Certification of Results","Union City",CA,A,"Single Labor Organization",Rerun,06/23/2016,88,,"BAKERS UNION LOCAL 125, BAKERY, CONFECTIONERY, TOBACCO WORKERS AND GRAIN MILLERS INTERNATIONAL UNION",29,,,,,42,71,,,,,"All full-time and regular part-time production employees, sanitation employees, quality control employees, and shipping & receiving employees employed at the Employer’s Union City, California facility; excluding maintenance mechanics, agency employees, temporary employees, office employees, guards, and supervisors as defined by the Act.",,,
"Region 13, Chicago, Illinois",13-RD-140484,"American Ideal Cleaning Company",Closed,11/07/2014,06/27/2016,"Certific. of Representative",Chicago,IL,A,"Single Labor Organization",Initial,06/14/2016,13,,"CHICAGO AND MIDWEST REGIONAL JOINT BOARD / SEIU",8,,,,,4,12,,1,,"CHICAGO AND MIDWEST REGIONAL JOINT BOARD / SEIU","INCLUDED: All full-time and regular part-time dry cleaners, spotters, pressers, store clerks, and general
laborers, employed by the Employer at its facility currently located at 10351 S. Michigan
Avenue, Chicago, Illinois

EXCLUDED: all other employees, clerical and confidential employees, managerial employees, and professional employees, guards and supervisors as
defined by the Act.",,,
"Region 08, Cleveland, Ohio",08-RC-128479,"NORTHEAST OHIO COLLEGE PREPARATORY SCHOOL",Closed,05/12/2014,05/16/2016,"Certific. of Representative",CLEVELAND,OH,C,"Single Labor Organization",Initial,05/12/2016,29,,"Cleveland Alliance of Charter Teachers and Staff, a/w Ohio Federation of Teachers, American Federation of Teachers, AFL-CIO",21,,,,,3,24,,,,"Cleveland Alliance of Charter Teachers and Staff, a/w Ohio Federation of Teachers, American Federation of Teachers, AFL-CIO","Voting Group A (Non-professionals)
All full-time and regular part-time non-professional instructional and student service support employees, servicing only high school students, including co-teachers, intervention counselors, tutors, and building substitutes employed by the Northeast Ohio College Preparatory School at its 2357 Tremont Avenue, Cleveland, Ohio facility, and excluding all office/clerical personnel, coaches, managerial employees, including the athletic director and deans, confidential employees, guards and supervisors as defined by the Act.","Voting Group B (Professionals)
All full-time and regular part-time professional instructional and student service support employees, servicing only high school students,  including teachers, intervention specialists, and counselors employed by the Northeast Ohio College Preparatory School at its 2357 Tremont Avenue, Cleveland, Ohio facility, and excluding all office/clerical personnel, coaches, managerial employees, including the athletic director and deans, confidential employees, guards and supervisors as defined by the Act.","All full-time and regular part-time professional and non-professional instructional and student service support employees, servicing only high school students, including teachers, intervention specialists, counselors , tutors, aides and building substitutes employed by the Northeast Ohio College Preparatory School at its 2357 Tremont Avenue, Cleveland, Ohio facility, and excluding all office/clerical personnel, coaches, managerial employees, including the athletic director and deans, confidential employees, guards and supervisors as defined by the Act.",
"Region 25, Indianapolis, Indiana",25-RC-142796,"ARCHER DANIELS MIDLAND COMPANY (ADM)",Closed,12/15/2014,03/31/2016,"Certification of Results",Decatur,IL,A,"Single Labor Organization",Rerun,03/23/2016,60,2,"Bakery, Confectionery, Tobacco Workers & Grain Millers International Union, AFL-CIO, CLC Local 103-G",25,,,,,32,57,,,,"Bakery, Confectionery, Tobacco Workers & Grain Millers International Union, AFL-CIO, CLC Local 103-G","All full-time and regular part-time maintenance employees employed by the Employer at its Bio Products plant located in Decatur, IL; excluding all managers, professional employees, laboratory employees, office clerical employees, guards and supervisors as defined in the Act, and all other employees.",,,
"Region 08, Cleveland, Ohio",08-RC-128480,"UNIVERSITY OF CLEVELAND PREPARATORY SCHOOL",Closed,05/12/2014,03/28/2016,"Certific. of Representative",CLEVELAND,OH,C,"Single Labor Organization",Initial,03/16/2016,27,,"Cleveland Alliance of Charter Teachers and Staff, a/w Ohio Federation of Teachers, American Federation of Teachers, AFL-CIO",18,,,,,4,22,,,,"Cleveland Alliance of Charter Teachers and Staff, a/w Ohio Federation of Teachers, American Federation of Teachers, AFL-CIO","Voting Group A (Non-professionals)
All full-time and regular part-time non-professional instructional and student service support employees including co-teachers, intervention counselors, tutors, and building substitutes employed by the University of Cleveland Preparatory School at its 1906 East 40th Street, Cleveland, Ohio facility, and excluding all office/clerical personnel, coaches, managerial employees, including the athletic director and deans, confidential employees, guards and supervisors as defined by the Act.



I","Voting Group B (Professionals)
All full-time and regular part-time professional instructional and student service support employees including teachers, intervention specialists, and counselors employed by the University of Cleveland Preparatory School at its 1906 East 40th Street, Cleveland, Ohio facility, and excluding all office/clerical personnel, coaches, managerial employees, including the athletic director and deans, confidential employees, guards and supervisors as defined by the Act.",,
"Region 31, Los Angeles, California",31-RC-129327,"Gate Gourmet, Inc.",Closed,05/23/2014,03/23/2016,"Certific. of Representative","Los Angeles",CA,A,"Single Labor Organization",Initial,03/10/2016,178,1,"UNITED SERVICE WORKERS WEST, SERVICE EMPLOYEES INTERNATIONAL UNION",136,,,,,,136,,,,"UNITED SERVICE WORKERS WEST, SERVICE EMPLOYEES INTERNATIONAL UNION","Included: All full-time and regular part-time employees performing cabin cleaning services for the Employer, including lavatory and potable water employees, at Los Angeles, International Airport.

Excluded: All other employees including guards and supervisors as defined by the Act.",,,
"Region 16, Fort Worth, Texas",16-RD-122582,"RIO GRANDE REGIONAL HOSPITAL, INC.",Closed,02/14/2014,03/08/2016,"Certification of Results",MCALLEN,TX,A,"Revised Single Labor Org",Initial,03/08/2016,392,1,"SEIU TEXAS",136,,,,,139,275,,,,,"INCLUDED:  All full-time and regular part-time (including eligible per diem) employees employed by Columbia Rio Grande Health Care, LP d/b/a Rio Grande Regional Hospital in one or more of the following four combined units:  1) technical employees; 2) skilled maintenance employees, 3) business office clerical employees. and 4) service and maintenance employees (See Attachment A for included Job Classifications).  

EXCLUDED:  All other employees, including managers, confidential employees, physicians, professional employees, nurse and/or clinical educators or coordinators, clinical nurse specialists, clinical coordinators, case managers/utilization review and/or discharge planners, nurse practioners, accounting or auditing RNs, infection control/employee health nurses, risk management/performance improvement and/or quality assurance or quality management nurses, employees of outside registries and other agencies supplying labor to the Employer, already represented employees, per diem employees who do not otherwise qualify as regular employees according to the NLRB, guards and supervisors as defined by the Act.",,,
"Region 19, Seattle, Washington",19-RD-135795,"Tyson Fresh Meats, Inc., a wholly-owned subsidiary of Tyson Foods, Inc.",Closed,09/02/2014,02/25/2016,"Certification of Results",WALLULA,WA,A,"Single Labor Organization",Initial,02/17/2016,1200,9,"UFCW LOCAL 1439",129,,,,,686,816,,1,,,"Included: All production and maintenance employees including Processing Division, Slaughter Division, Hides and PBC Division at the Employer's Pasco, Washington plant.

Excluded: All office clerical employees, storeroom employees, nurses, buyers, salesmen, professional employees, beef graders, quality control, guards, scale operators (those currently excluded) and hot scalers, spiller operator, shaver operator, protocon operators, waste treatment operator, Company trainers, computer technicians, and all other management support and supervisors as defined in the Act.",,,
"Region 10, Atlanta, Georgia",10-RC-126849,"G4S Government Solutions, Inc., d/b/a WSI Savannah River Site, a/k/a WSI-SRS",Closed,04/17/2014,02/24/2016,"Certific. of Representative",Aiken,SC,A,"Single Labor Organization",Initial,02/16/2016,76,,"International Guards Union of America",48,,,,,15,630,,,N,"International Guards Union of America","All sergeants and lieutenants in the protective forces employed by the
Employer at its Savannah River Site located in Barnwell, South Carolina,
excluding all captains and majors and supervisors as defined under the
Act.",,,
"Region 07, Detroit, Michigan",07-RC-142973,"Jack Cooper Transport Company, Inc.",Closed,12/16/2014,01/21/2016,"Certification of Results",Dimondale,MI,A,"Revised Single Labor Org",Initial,01/13/2016,6,,"Teamsters Local 243, International Brotherhood of Teamsters",3,,,,,3,6,,,,"Teamsters Local 243, International Brotherhood of Teamsters",,,,
"Region 04, Philadelphia, Pennsylvania",04-RC-128119,"Compass Group, USA, Inc.",Closed,05/06/2014,12/28/2015,"Certification of Results",Galloway,NJ,A,"Single Labor Organization",Rerun,12/16/2015,121,1,"Philadelphia Joint Board, Workers United A/W SEIU",33,,,,,67,100,,4,,,"INCLUDED: All full-time and regular part-time dining service, production, retail and catering services employees employed by the Employer at its facility located at Richard Stockton College, 101 Vera King Farris Drive, Galloway, NJ.

EXCLUDED:  All other employees, student employees, managers, office-clerical employees,  guards and supervisors as defined in the Act.",,,
"Region 21, Los Angeles, California",21-RC-136849,"CARGILL, INC.",Closed,09/16/2014,10/27/2015,"Certific. of Representative",FULLERTON,CA,A,"Revised Single Labor Org",Initial,10/08/2015,33,1,"UNITED FOOD AND COMMERCIAL WORKERS, LOCAL 324, AFL-CIO",16,,,,,15,31,,,,"UNITED FOOD AND COMMERCIAL WORKERS, LOCAL 324, AFL-CIO","Included: All full-time and regular part-time packaging, shipping, and receiving employees employed by the Employer at its facility located at 566 North Gilbert Street, Fullerton, California.

Excluded: All other employees, maintenance employees, terminal employees, quality-control employees, staffing-agency employees, office clerical employees, guards and supervisors as defined in the Act.",,,
"Region 09, Cincinnati, Ohio",09-RD-142180,"LP TAYLORSVILLE, LLC D/B/A SIGNATURE HEALTHCARE OF SPENCER COUNTY",Closed,12/04/2014,12/01/2015,"Certific. of Representative",TAYLORSVILLE,KY,A,"Single Labor Organization",Initial,09/30/2015,51,,"UNITED FOOD AND COMMERCIAL WORKERS, LOCAL 227",25,,,,,16,46,,5,,"UNITED FOOD AND COMMERCIAL WORKERS, LOCAL 227","All full-time and regular part-time employees, including certified nursing assistants (CNAs), certified medical technicians (CMTs), restorative aide, dietary employees, housekeeping employees, laundry employees, activities assistants, maintenance employees and central supply employees employed by the Employer at its facility located at 625 Taylorsville Road, Taylorsville, Kentucky.  Excluded from the unit are:  All RNs, LPNs, office clerical employees, employees employed by temporary agencies, and all professional employees, guards and supervisors as defined in the Act.",,,
"Region 07, Detroit, Michigan",07-RC-142973,"Jack Cooper Transport Company, Inc.",Closed,12/16/2014,01/21/2016,"Certification of Results",Dimondale,MI,A,"Single Labor Organization",Rerun,09/25/2015,6,,"Teamsters Local 243, International Brotherhood of Teamsters",3,,,,,2,5,,1,Y,"Teamsters Local 243, International Brotherhood of Teamsters",,,,
"Region 04, Philadelphia, Pennsylvania",04-RC-128119,"Compass Group, USA, Inc.",Closed,05/06/2014,12/28/2015,"Certification of Results",Galloway,NJ,A,"Single Labor Organization",Rerun,09/24/2015,113,,"Philadelphia Joint Board, Workers United A/W SEIU",28,,,,,64,92,,5,,,"INCLUDED: All full-time and regular part-time dining service, production, retail and catering services employees employed by the Employer at its facility located at Richard Stockton College, 101 Vera King Farris Drive, Galloway, NJ.

EXCLUDED:  All other employees, student employees, managers, office-clerical employees,  guards and supervisors as defined in the Act.",,,
"Region 13, Chicago, Illinois",13-RD-128244,"Comcast of Florida/Georgia/Illinois/Michigan, LLC",Closed,05/08/2014,04/19/2017,"Certific. of Representative",Chicago,IL,A,"Single Labor Organization",Rerun,09/17/2015,66,,"International Brotherhood of Electrical Workers, Local Union 21, AFL-CIO",34,,,,,31,65,,1,,"International Brotherhood of Electrical Workers, Local Union 21, AFL-CIO","All full time and regular part time Installers, Converter Test/Repair Personnel, Bench Test Personnel, Service Technicians, Line Technicians and Electronic Technicians employed 
by the Employer at is location currently located at 4445 W Cortland Street, Chicago, IL; but excluding all other employees, all salaried employees, confidential employees, warehouse employees,
dispatchers, customer service employees, QC Inspectors, engineers, commissioned sales employees, L/O Programming employees, employees in Human Resources and Payroll Departments, 
office clerical employees and guards, professional employees and supervisors as defined in the Act.",,,
"Region 12, Tampa, Florida",12-RD-139907,"PALM BEACH COUNTY CLASSROOM TEACHERS ASSOCIATON",Closed,10/30/2014,09/10/2015,"Certific. of Representative","West Palm Beach",FL,A,"Single Labor Organization",Initial,08/24/2015,6,,"Palm Beach Staff Organization - UAW 2278",2,,,,,4,7,,1,,"Palm Beach County Classroom Teachers Association","Included:  All professional employees and labor relations consultants employed by Palm Beach County Teachers Association.

Excluded:  All other employees, including secretarial, technical, administrative assistant, bookkeeper, membership technician/secretary, communication specialist, clerical employees, executive director, confidential employees, temporary full-time employees and temporary part-time employees, guards and supervisors as defined in the Act.","Included: All secretarial, technical, administrative assistant, bookkeeper, membership technician/secretary, communication specialist, clerical employees employed by Palm Beach County Teachers Association. 

Excluded:  All professional employees, labor relations consultants, executive director, confidential employees, temporary full-time employees, temporary part-time employees guards and supervisors as defined and in the Act.","Included: All secretarial, technical, administrative assistant, bookkeeper, membership technician/secretary, communication specialist, clerical employees employed by Palm Beach County Teachers Association. 

Excluded:  All professional employees, labor relations consultants, executive director, confidential employees, temporary full-time employees, temporary part-time employees guards and supervisors as defined and in the Act.","Included: All secretarial, technical, administrative assistant, bookkeeper, membership technician/secretary, communication specialist, clerical employees employed by Palm Beach County Teachers Association. 

Excluded:  All professional employees, labor relations consultants, executive director, confidential employees, temporary full-time employees, temporary part-time employees guards and supervisors as defined and in the Act."
"Region 12, Tampa, Florida",12-RD-139907,"PALM BEACH COUNTY CLASSROOM TEACHERS ASSOCIATON",Closed,10/30/2014,09/10/2015,"Certific. of Representative","West Palm Beach",FL,B,"Single Labor Organization",Initial,08/24/2015,4,,"Palm Beach Staff Organization - UAW 2278",1,,,,,3,4,,,,"Palm Beach Staff Organization - UAW 2278","Included:  All professional employees and labor relations consultants employed by Palm Beach County Teachers Association.

Excluded:  All other employees, including secretarial, technical, administrative assistant, bookkeeper, membership technician/secretary, communication specialist, clerical employees, executive director, confidential employees, temporary full-time employees and temporary part-time employees, guards and supervisors as defined in the Act.","Included: All secretarial, technical, administrative assistant, bookkeeper, membership technician/secretary, communication specialist, clerical employees employed by Palm Beach County Teachers Association. 

Excluded:  All professional employees, labor relations consultants, executive director, confidential employees, temporary full-time employees, temporary part-time employees guards and supervisors as defined and in the Act.","Included: All secretarial, technical, administrative assistant, bookkeeper, membership technician/secretary, communication specialist, clerical employees employed by Palm Beach County Teachers Association. 

Excluded:  All professional employees, labor relations consultants, executive director, confidential employees, temporary full-time employees, temporary part-time employees guards and supervisors as defined and in the Act.","Included: All secretarial, technical, administrative assistant, bookkeeper, membership technician/secretary, communication specialist, clerical employees employed by Palm Beach County Teachers Association. 

Excluded:  All professional employees, labor relations consultants, executive director, confidential employees, temporary full-time employees, temporary part-time employees guards and supervisors as defined and in the Act."
"Region 12, Tampa, Florida",12-RD-139907,"PALM BEACH COUNTY CLASSROOM TEACHERS ASSOCIATON",Closed,10/30/2014,09/10/2015,"Certific. of Representative","West Palm Beach",FL,A,"Single Labor Organization",Initial,08/24/2015,6,,"Palm Beach Staff Organization - UAW 2278",4,,,,,2,,,,,"Palm Beach Staff Organization - UAW 2278","Included:  All professional employees and labor relations consultants employed by Palm Beach County Teachers Association.

Excluded:  All other employees, including secretarial, technical, administrative assistant, bookkeeper, membership technician/secretary, communication specialist, clerical employees, executive director, confidential employees, temporary full-time employees and temporary part-time employees, guards and supervisors as defined in the Act.","Included: All secretarial, technical, administrative assistant, bookkeeper, membership technician/secretary, communication specialist, clerical employees employed by Palm Beach County Teachers Association. 

Excluded:  All professional employees, labor relations consultants, executive director, confidential employees, temporary full-time employees, temporary part-time employees guards and supervisors as defined and in the Act.","Included: All secretarial, technical, administrative assistant, bookkeeper, membership technician/secretary, communication specialist, clerical employees employed by Palm Beach County Teachers Association. 

Excluded:  All professional employees, labor relations consultants, executive director, confidential employees, temporary full-time employees, temporary part-time employees guards and supervisors as defined and in the Act.","Included: All secretarial, technical, administrative assistant, bookkeeper, membership technician/secretary, communication specialist, clerical employees employed by Palm Beach County Teachers Association. 

Excluded:  All professional employees, labor relations consultants, executive director, confidential employees, temporary full-time employees, temporary part-time employees guards and supervisors as defined and in the Act."
