Region,"Case Number","Case Name",Status,"Date Filed","Date Closed","Reason Closed",City,"States & Territories","Unit ID","Ballot Type","Tally Type","Tally Date","No of Eligible Voters","Void Ballots","Labor Union1","Votes for Labor Union1","Labor Union2","Votes for Labor Union2","Labor Union3","Votes for Labor Union3","Votes Against","Total Ballots Counted","Runoff Required","Challenged Ballots","Challenges are Determinative","Union to Certify","Voting Unit (Unit A)","Voting Unit (Unit B)","Voting Unit (Unit C)","Voting Unit (Unit D)"
"Region 03, Buffalo, New York",03-RD-271639,"Gimme Coffee, Inc.",Closed,01/22/2021,05/04/2023,"Certific. of Representative",Ithaca,NY,A,"Revised Single Labor Org",Rerun,04/26/2023,31,,"Workers United Local 2833",13,,,,,7,20,,9,,"Workers United Local 2833","Employees Included

All full-time, part-time, and variable hour employees with the job title “Barista” including Lead 
Baristas, employed by Gimme! Coffee at its facilities in Ithaca and Trumansburg

Employees Excluded

Store managers, confidential employees, professional employees, and supervisors as

defined in the National Labor Relations Act, and all other non-barista employees.

",,,
"Region 13, Chicago, Illinois",13-RC-274653,"Astound Broadband",Closed,03/25/2021,02/01/2024,"Certification of Results",Warrenville,IL,A,"Single Labor Organization",Initial,03/29/2023,46,,"International Brotherhood of Electrical Workers Local Union 21",19,,,,,10,31,,2,,"International Brotherhood of Electrical Workers Local Union 21","Included: All full-time and regular part-time Field Service Technicians; Field Service Technicians – Leads; Field Service Technician – Commercial; Field Service Technicians – Commercial Lead; Warehouse Operations Specialists; Warehouse Operations Specialists – Lead; System Technicians; Locators; Network Assurance Technicians; Product Assurance Technicians; Product Assurance Technicians—Lead; System Technicians—Fiber; Construction Project Coordinators; and Customer Service Support Specialists employed by the Employer at its facilities currently located at 4350 Weaver Parkway, Warrenville, Illinois 60555; 1130 Carolina Dr., West Chicago, Illinois 60185; and 1401 Huntington Court, Calumet City, Illinois 60409.

Excluded:  All Administration employees, Care Administration employees, Commercial Sales employees, Information Technology employees, IT Emerging User Technologies employees, Residential Call Center Sales employees, Service Delivery employees, Commercial Sales employees, Corporate Finance employees, Corporate Legal employees, Project Management Operations employees, Human Resources and Talent Acquisition employees, MDU Sales employees, office clerical employees, confidential employees, professional employees, managerial employees, and guards and supervisors as defined by the Act.
","West Chicago
Included:  All full-time and regular part-time Broadband Technicians I, Broadband Technicians II, Broadband Technicians III, Broadband Technician Leads, Broadband Network Technicians I, Broadband Network Technicians II, Broadband Network Technicians III, Warehouse Technicians I, Warehouse Technicians II, Warehouse Technician Leads, Commercial Network Technicians employed by Astound Broadband out of its facility currently located at 1130 Carolina Drive, West Chicago, Illinois.

Excluded:  All other employees, confidential employees, office clerical employees, and guards, and professional employees and supervisors as defined in the Act.
Others Permitted to Vote:  At this time, no decision has been made regarding the eligibility of employees in the following classification:  Broadband Technician Lead. Since no decision has been made regarding whether this classification is included in, or excluded from, the bargaining unit, I have determined that individuals in this classification may vote in the election but their ballots shall be challenged since their eligibility has not been resolved. The eligibility of individuals in this classification may be resolved, if necessary, following the election.
","Crestwood
Included:  All full-time and regular part-time Broadband Technicians I, Broadband Technicians II, Broadband Technicians III, Broadband Technician Leads, Broadband Network Technicians I, Broadband Network Technicians II, Broadband Network Technicians III, Warehouse Technicians I, Warehouse Technicians II, Warehouse Technician Leads, Commercial Network Technicians employed by Astound Broadband out of its facility currently located at 13508 South Kenton Avenue, Crestwood, Illinois.

Excluded:  All other employees, confidential employees, office clerical employees, and guards, and professional employees and supervisors as defined in the Act.
Others Permitted to Vote:  At this time, no decision has been made regarding the eligibility of employees in the following classification:  Broadband Technician Lead. Since no decision has been made regarding whether this classification is included in, or excluded from, the bargaining unit, I have determined that individuals in this classification may vote in the election, but their ballots shall be challenged since their eligibility has not been resolved. The eligibility of individuals in this classification may be resolved, if necessary, following the election.
",
"Region 01, Boston, Massachusetts",01-RC-284384,"President and Trustees of Bates College",Closed,10/08/2021,05/02/2023,"Certification of Results",Lewiston,ME,A,"Single Labor Organization",Initial,03/23/2023,487,2,"Maine Service Employee Association – SEIU Local 1989",186,,,,,254,440,,21,,,"Voting Group A – Professional:

Included: All full-time and regular part-time professional employees employed by the Employer.

Excluded: All nonprofessional employees, tenured and tenure track faculty, confidential employees, managers, guards and supervisors as defined in the Act.

","Voting Group B – Non-Professional:

Included: All full-time and regular part-time nonprofessional employees employed by the Employer.

Excluded: All faculty, confidential employees, managers, guards, and professional employees and supervisors as defined in the Act.
","Included: All non-tenure and non-tenure track faculty and all staff.

Excluded: All tenured and tenure track faculty, confidential employees, managers, guards and supervisors as defined in the Act.
",
"Region 10, Atlanta, Georgia",10-RC-276292,"The Atlanta Opera, Inc.",Closed,04/28/2021,06/13/2023,"Certific. of Representative",Atlanta,GA,A,"Single Labor Organization",Initial,03/21/2023,13,,"Make-Up Artists and Hair Stylists, Local 798, IATSE",8,,,,,,8,,2,,"Make-Up Artists and Hair Stylists, Local 798, IATSE","All makeup artists and hairstylists (wig artists) employed by The Atlanta Opera, Inc.; but excluding all other employees, clerical workers, managers, guards, and supervisors as defined by the Act.
",,,
"Region 10, Atlanta, Georgia",10-RC-273024,"Nissan North America, Inc.",Closed,02/19/2021,03/24/2023,"Certification of Results",Smyrna,TN,A,"Single Labor Organization",Initial,03/16/2023,73,,"International Association of Machinists and Aerospace Workers, (IAM) District Lodge 1888",9,,,,,62,71,,,,,"All full-time and regular part time tool and die maintenance technicians and tool and die maintenance technician leaders, but excluding all other employees, production technicians and production technician leaders, maintenance technicians and maintenance technician leaders, temporary (supplied) employees, contract employees, confidential employees, technical employees, office clerical employees, professional employees, managerial employees, guards, and supervisors as defined in the Act.",,,
"Region 27, Denver, Colorado",27-RC-279265,"Hall Aluminum Products, Inc.",Closed,06/30/2021,01/24/2023,"Certification of Results",Kiowa,CO,A,"Revised Single Labor Org",Initial,01/24/2023,37,3,"IUPAT District Council 81 - Glaziers, Architectural Metal & Glass Workers Union, Local Union No. 930, AFL-CIO",5,,,,,10,15,,5,,,"Include: All full-time and regular part-time glaziers, architectural metal and glass workers, and industrial workers employed by the Employer on projects located in the State of Colorado. Exclude: All other employees, office clerical employees, guards, and supervisors, as defined in the Act.",,,
"Region 32, Oakland, California",32-RC-282877,"Sysco San Francisco, Inc.",Closed,09/13/2021,08/12/2022,"Certification of Results",Fremont,CA,A,"Single Labor Organization",Run-off,10/19/2022,12,," Teamsters Local Union 853",5,,,,,6,11,,,,,"All full-time and regular part-time inventory control clerks, quality assurance employees, will call, and driver check-in personnel employed by the Employer at its facility located at 6900 Stewart Ave, Fremont, CA, California; excluding managers, employees represented by a labor organization, confidential employees, office clerical employees, guards, and  supervisors as defined by the Act.",,,
"Region 05, Baltimore, Maryland",05-RC-284943,"Maryland Institute College of Art",Closed,10/21/2021,10/05/2022,"Certific. of Representative",Baltimore,MD,A,"Single Labor Organization",Initial,09/27/2022,78,1,"Service Employees International Union, Local 500 a/w Service Employees International Union, CTW, CLC",51,,,,,20,71,,4,,"Service Employees International Union, Local 500 a/w Service Employees International Union, CTW, CLC",,,,
"Region 19, Seattle, Washington",19-RC-286014,"The Harvest Center & Associates, LLC",Closed,11/09/2021,09/27/2022,"Certification of Results",Eugene,OR,A,"Revised Single Labor Org",Initial,09/27/2022,18,1,"United Food and Commercial Workers Union Local 555",,,,,,2,2,,2,,,"All full-time and regular part-time Trimmer Specialists employed by the Employer at its Eugene, Oregon facility; but excluding all other employees, office clerical employees, confidential employees, and guards and supervisors as defined by the Act.",,,
"Region 05, Baltimore, Maryland",05-RC-282516,"Dynamic Concepts, Inc.",Closed,09/07/2021,08/29/2022,"Certific. of Representative",Washington,DC,A,"Single Labor Organization",Rerun,08/19/2022,30,,"Construction and Master Laborers' Local Union 11",15,,,,,14,29,,,,"Construction and Master Laborers' Local Union 11","All full-time and regular traffic tlnggers, including lead tlaggers, excluding office clerical employees. professional employees, managerial employees, guards, and supervisors as defined in the Act.",,,
"Region 03, Buffalo, New York",03-RC-285929,"Starbucks Corporation",Closed,11/09/2021,09/06/2022,"Certification of Results",Cheektowaga,NY,A,"Revised Single Labor Org",Initial,08/15/2022,30,,"Workers United",8,,,,,9,17,,,,,"Including:  All full-time and regular part-time Baristas and Shift Supervisors employed by the Employer at its store located at 1775 Walden Avenue, Cheektowaga, NY 14225.

Excluding:  Office clerical employees, guards, professional employees and supervisors as defined in the Act. 
",,,
"Region 03, Buffalo, New York",03-RC-285929,"Starbucks Corporation",Closed,11/09/2021,09/06/2022,"Certification of Results",Cheektowaga,NY,A,"Revised Single Labor Org",Rerun,08/15/2022,30,,"Workers United",8,,,,,9,17,,,,,"Including:  All full-time and regular part-time Baristas and Shift Supervisors employed by the Employer at its store located at 1775 Walden Avenue, Cheektowaga, NY 14225.

Excluding:  Office clerical employees, guards, professional employees and supervisors as defined in the Act. 
",,,
"Region 06, Pittsburgh, Pennsylvania",06-RC-281254,"HUDSON INSTITUTE OF PROCESS RESEARCH, F/K/A HUDSON A PROFESSIONAL CORPORATION AND HIPR PACSOFT TECHNOLOGIES INC A JOINT EMPLOYER",Closed,08/12/2021,10/26/2022,"Certific. of Representative",Pittsburgh,PA,A,"Revised Single Labor Org",Initial,07/28/2022,154,1,"United Electrical, Radio, and Machine Workers of America",83,,,,,1,84,,31,,,"Unit A (Professional Unit)

Included: All legal writing specialists, senior writing specialists, legal evidence specialists, I-140 team leads, team lead assistants/senior editors and floating team lead assistants, Legal Evidence (Package) team leads, legal evidence specialists, senior legal evidence specialists, Forms team leads, Forms paralegals/forms assistants (a/k/a case administration specialists), I-485 team leads, I-485 senior team leader, I-485 senior paralegal specialists (a/k/a senior case administration specialists), I-485 paralegals, revisions specialists, RFE writers and senior RFE writers and RFE team leads employed by the Employer at all its locations in the United States.

Excluded: All other employees, independent contractors, managerial employees, I-140 training managers (TM), reception team leader, case administration specialist team lead, confidential employees, attorneys, guards and supervisors as defined in the Act.

Others permitted to vote: At this time, no decision has been made regarding whether Writer II, Case Manager, and Case and Administrative Manager are included in, or excluded from, the bargaining unit, and individuals in those classifications may vote in the election but their ballots shall be challenged since their eligibility has not been determined.  The eligibility or inclusion of these individuals will be resolved, if necessary, following the election.","Unit B (Non-Professional Unit)

Included:  All case administration specialists (Receptionist) and case administration specialists (Evaluation) employed by the Employer at all its locations in the United States. 

Excluded: All other employees, independent contractors, managerial employees, I-140 training managers (TM ), reception team leader, case administration specialist team lead, confidential employees, attorneys, professional employees, guards and supervisors as defined in the Act",,
"Region 06, Pittsburgh, Pennsylvania",06-RC-281254,"HUDSON INSTITUTE OF PROCESS RESEARCH, F/K/A HUDSON A PROFESSIONAL CORPORATION AND HIPR PACSOFT TECHNOLOGIES INC A JOINT EMPLOYER",Closed,08/12/2021,10/26/2022,"Certific. of Representative",Pittsburgh,PA,A,"Revised Single Labor Org",Initial,07/28/2022,162,1,"United Electrical, Radio, and Machine Workers of America",87,,,,,1,88,,32,,"United Electrical, Radio, and Machine Workers of America","Unit A (Professional Unit)

Included: All legal writing specialists, senior writing specialists, legal evidence specialists, I-140 team leads, team lead assistants/senior editors and floating team lead assistants, Legal Evidence (Package) team leads, legal evidence specialists, senior legal evidence specialists, Forms team leads, Forms paralegals/forms assistants (a/k/a case administration specialists), I-485 team leads, I-485 senior team leader, I-485 senior paralegal specialists (a/k/a senior case administration specialists), I-485 paralegals, revisions specialists, RFE writers and senior RFE writers and RFE team leads employed by the Employer at all its locations in the United States.

Excluded: All other employees, independent contractors, managerial employees, I-140 training managers (TM), reception team leader, case administration specialist team lead, confidential employees, attorneys, guards and supervisors as defined in the Act.

Others permitted to vote: At this time, no decision has been made regarding whether Writer II, Case Manager, and Case and Administrative Manager are included in, or excluded from, the bargaining unit, and individuals in those classifications may vote in the election but their ballots shall be challenged since their eligibility has not been determined.  The eligibility or inclusion of these individuals will be resolved, if necessary, following the election.","Unit B (Non-Professional Unit)

Included:  All case administration specialists (Receptionist) and case administration specialists (Evaluation) employed by the Employer at all its locations in the United States. 

Excluded: All other employees, independent contractors, managerial employees, I-140 training managers (TM ), reception team leader, case administration specialist team lead, confidential employees, attorneys, professional employees, guards and supervisors as defined in the Act",,
"Region 03, Buffalo, New York",03-RC-285929,"Starbucks Corporation",Closed,11/09/2021,09/06/2022,"Certification of Results",Cheektowaga,NY,A,"Single Labor Organization",Initial,07/15/2022,30,,"Workers United",8,,,,,8,16,,1,Y,,"Including:  All full-time and regular part-time Baristas and Shift Supervisors employed by the Employer at its store located at 1775 Walden Avenue, Cheektowaga, NY 14225.

Excluding:  Office clerical employees, guards, professional employees and supervisors as defined in the Act. 
",,,
"Region 03, Buffalo, New York",03-RC-285929,"Starbucks Corporation",Closed,11/09/2021,09/06/2022,"Certification of Results",Cheektowaga,NY,A,"Single Labor Organization",Rerun,07/15/2022,30,,"Workers United",8,,,,,8,17,,1,Y,,"Including:  All full-time and regular part-time Baristas and Shift Supervisors employed by the Employer at its store located at 1775 Walden Avenue, Cheektowaga, NY 14225.

Excluding:  Office clerical employees, guards, professional employees and supervisors as defined in the Act. 
",,,
"Region 19, Seattle, Washington",19-RC-285965,"Safeway, Inc.",Closed,11/09/2021,07/08/2022,"Certific. of Representative","King City",OR,A,"Single Labor Organization",Initial,06/29/2022,4,,"United Food and Commercial Workers Local 555, AFL-CIO",3,,,,,1,4,,,,"United Food and Commercial Workers Local 555, AFL-CIO","INCLUDED:  All full-time and regular part-time pharmacy technicians and pharmacy clerks employed by Safeway, Inc. at its Store #1478 located at 15570 SW Pacific Highway, King City, Oregon.

EXCLUDED:  All other employees, pharmacists, pharmacy managers, interns, confidential employees, office clerical employees, and guards and supervisors as defined in the Act.",,,
"Region 19, Seattle, Washington",19-RC-285966,"Safeway, Inc.",Closed,11/09/2021,07/08/2022,"Certific. of Representative",Sherwood,OR,A,"Single Labor Organization",Initial,06/29/2022,3,,"United Food and Commercial Workers Local 555, AFL-CIO",1,,,,,,1,,,,"United Food and Commercial Workers Local 555, AFL-CIO","INCLUDED:  All full-time and regular part-time pharmacy technicians and pharmacy clerks employed by Safeway, Inc. at its Store #1800 located at 20685 SW Roy Rogers Rd., Sherwood, Oregon.

EXCLUDED:  All other employees, pharmacists, pharmacy managers, interns, confidential employees, office clerical employees, and guards and supervisors as defined in the Act.",,,
"Region 19, Seattle, Washington",19-RC-285967,"Albertsons LLC",Closed,11/09/2021,07/08/2022,"Certific. of Representative",Hillsboro,OR,A,"Single Labor Organization",Initial,06/29/2022,2,1,"United Food and Commercial Workers Local 555, AFL-CIO",1,,,,,,1,,,,"United Food and Commercial Workers Local 555, AFL-CIO","INCLUDED:  All full-time and regular part-time pharmacy technicians employed by Albertsons LLC at its Store #591 located at 888 NE 25th Ave., Hillsboro, Oregon.

EXCLUDED:  All other employees, pharmacists, pharmacy managers, interns, confidential employees, office clerical employees, and guards and supervisors as defined in the Act.",,,
"Region 05, Baltimore, Maryland",05-RC-287168,"Golden SVCS, LLC",Closed,12/06/2021,07/07/2022,"Certific. of Representative",Washington,DC,A,"Three Labor Organizations",Rerun,06/27/2022,84,1,"International Guards Union of America (IGUA) Local 190",8,"Governed United Security Professionals (GUSP)",3,"National Capital Union for Security Officers (NCUSO)",3,,14,,,,"International Guards Union of America (IGUA) Local 190","All full-time and regular part-time armed and unarmed security guards as defined by Section 9(b)(3) of the National Labor Relations Act (Act) employed by the Employer at the Housing and Urban Development facilities (HUD Facilities), currently located at 425 3rd Street SW and 451 7th Street SW, Washington DC; but excluding office clerical employees, professional employees, managerial employees and supervisors as defined in the Act.",,,
"Region 09, Cincinnati, Ohio",09-RD-284713,"DSI TUNNELING LLC",Closed,10/15/2021,06/27/2022,"Certification of Results",Louisville,KY,A,"Single Labor Organization",Rerun,06/08/2022,26,1,"GENERAL DRIVERS, WAREHOUSEMEN AND HELPERS, LOCAL UNION NO. 89, AFFILIATED WITH THE INTERNATIONAL BROTHERHOOD OF TEAMSTERS",10,,,,,15,25,,,,,"All full-time and regular part-time production and maintenance employees employed by the Employer at its facility located at 1032 East Chestnut Street, Louisville, Kentucky; excluding all office clerical employees, temporary employees, and all professional employees, guards and supervisors as defined in the Act.",,,
