Region,"Case Number","Case Name",Status,"Date Filed","Date Closed","Reason Closed",City,"States & Territories","Unit ID","Ballot Type","Tally Type","Tally Date","No of Eligible Voters","Void Ballots","Labor Union1","Votes for Labor Union1","Labor Union2","Votes for Labor Union2","Labor Union3","Votes for Labor Union3","Votes Against","Total Ballots Counted","Runoff Required","Challenged Ballots","Challenges are Determinative","Union to Certify","Voting Unit (Unit A)","Voting Unit (Unit B)","Voting Unit (Unit C)","Voting Unit (Unit D)"
"Region 12, Tampa, Florida",12-RC-329965,"Airport Aviation Services, Inc.",Closed,11/14/2023,01/27/2026,"Certific. of Representative","San Juan",PR,A,"Single Labor Organization",Initial,04/01/2025,51,,"Union Independiente de Trabajadores del Aeropuerto",24,,,,,,24,,1,,"Union Independiente de Trabajadores del Aeropuerto","All full-time and part-time service and security agents, cleaners, and group leaders' utilities employed by Airport Aviation Services, Inc. (the Employer) at Aeropuerto International Luis Muñoz Marín in Carolina, Puerto Rico; excluding all other employees, guards and supervisors as defined in the Act.",,,
"Region 14, Saint Louis, Missouri",14-RC-318586,"Habco Partnership, Inc.",Open,05/23/2023,,,"St. Louis",MO,A,"Two Labor Organizations",Initial,03/07/2025,25,,"International Brotherhood of Electrical Workers, Local No. 1, AFL-CIO",5,"Mid-America Carpenters Regional Council, affiliated with the United Brotherhood of Carpenters and Joiners of Illinois",19,,,,24,,1,,"Mid-America Carpenters Regional Council, affiliated with the United Brotherhood of Carpenters and Joiners of Illinois","All full-time and regular part-time journeyman electricians (Class A and Class B), apprentice electricians, journeyman low voltage electricians (Class C), and apprentice low voltage electricians employed by the Employer from its 10420 Baur Blvd., St. Louis, MO 63132 facility, but EXCLUDING office clerical employees, dispatchers, warehousemen/fabricators, drivers, and guards and supervisors as defined by the Act, and all other employees.",,,
"Region 14, Saint Louis, Missouri",14-RC-318552,"Power Up Electrical Contractors, LLC",Open,05/22/2023,,,"St. Louis",MO,A,"Two Labor Organizations",Initial,03/06/2025,47,,"International Brotherhood of Electrical Workers, Local No. 1, AFL-CIO",14,"Mid-America Carpenters Regional Council, affiliated with the United Brotherhood of Carpenters and Joiners of Illinois",28,,,,42,,1,,"Mid-America Carpenters Regional Council, affiliated with the United Brotherhood of Carpenters and Joiners of Illinois","All full-time and regular part-time journeyman electricians (Class A and Class B), apprentice electricians, journeyman low voltage electricians (Class C), and apprentice low voltage electricians employed by the Employer from its 2060 Craigshire Road, St. Louis, MO 63146 facility, but EXCLUDING office clerical employees, dispatchers, warehousemen/fabricators, drivers, and guards and supervisors as defined by the Act, and all other employees.
",,,
"Region 02, New York, New York",02-RC-321262,"Precision Strategies, LLC",Closed,07/06/2023,03/27/2025,"Certific. of Representative","New York",NY,A,"Revised Single Labor Org",Initial,03/03/2025,15,,"Communications Workers of America",6,,,,,5,11,,,,"Communications Workers of America","Included: All full-time and regular part-time Associate Vice Presidents (AVPs) employed by the Employer, residual to the existing unit represented by Petitioner which was recognized by Employer on June 7, 2023. 

Excluded: Managerial employees, supervisors and guards as defined by the Act.",,,
"Region 03, Buffalo, New York",03-RC-317046,"Fifty-Five Consulting & Enterprises, LLC d/b/a Black Cap Coffee & Bakery",Closed,05/01/2023,02/06/2025,"Certific. of Representative",Burlington,VT,A,"Single Labor Organization",Rerun,01/23/2025,14,,"Fifty-Five Consulting & Enterprises LLC d/b/a Black Cap Coffee & Bakery",10,,,,,,10,,2,,"Workers United","Included: All full-time and regular part-time Baristas and Prep Cooks employed by the Employer at its facility located at 42 Church Street, Burlington, Vermont 05401.
Excluded: Office clerical employees, Store Managers, guards, confidential employees, managers, and professional employees and supervisors as defined in the Act.
",,,
"Region 29, Brooklyn, New York",02-RC-319643,"FVE Managers, Inc.",Open,06/09/2023,,,Yonkers,NY,A,"Single Labor Organization",Initial,01/09/2025,154,,"1199SEIU United Healthcare Workers East",90,,,,,30,120,,1,,"1199SEIU United Healthcare Workers East","Including:
All full-time, regular part-time, and per-diem non-professional employees employed by the Employer at 537 Riverdale Avenue, Yonkers, NY 10705, who were employed during the payroll period ending December 20, 2024.
Excluding: 
all other employees, guards, professional employees, and supervisors as defined in in the National Labor Relations Act.",,,
"Region 08, Cleveland, Ohio",08-RC-320753,"Momentive Performance Materials Quartz, Inc. d/b/a Momentive Technologies",Closed,06/27/2023,01/16/2025,"Certific. of Representative",Strongsville,OH,A,"Single Labor Organization",Initial,01/06/2025,112,,"IUE-CWA, the Industrial Division of the Communication Workers of America (CWA), CLC, AFL-CIO",54,,,,,52,106,,,,"IUE-CWA, the Industrial Division of the Communication Workers of America (CWA), CLC, AFL-CIO","All full-time and regular part-time production and maintenance employees, including Material Handlers and CAD/PDM Systems Administrators, employed by the Employer at its Strongsville, Ohio facility, but excluding all other employees, R&D Technicians, temporary employees, office clerical employees, professional employees, managerial employees, guards, and supervisors as defined by the Act.",,,
"Region 14, Saint Louis, Missouri",14-RC-331217,"Nu Way Fab, LLC",Closed,12/04/2023,01/14/2025,"Certific. of Representative",Troy,IL,A,"Revised Single Labor Org",Initial,12/30/2024,9,,"International Association of Bridge, Structural, Ornamental and Reinforcing Iron Workers",5,,,,,4,9,,,,"International Association of Bridge, Structural, Ornamental and Reinforcing Iron Workers","All full-time and regular part time rebar fabricators employed by the Employer at its facility located at 2454 Formosa Road, Troy, Illinois, but EXCLUDING all office clerical employees, professional employees, drivers, maintenance personnel, foremen, temporary employees, guards and supervisors as defined in the Act, and all other employees.

The parties have agreed that employees in the assistant foreman classification may vote in the election, but their ballot(s) may be challenged since their eligibility has not been resolved.  No decision has been made regarding whether the individuals in this classification or group is included in, or excluded from, the bargaining unit.  The eligibility or inclusion of these individuals will be resolved, if necessary, following the election.",,,
"Region 02, New York, New York",02-RC-321262,"Precision Strategies, LLC",Closed,07/06/2023,03/27/2025,"Certific. of Representative","New York",NY,A,"Single Labor Organization",Initial,12/04/2024,15,,"Communications Workers of America",6,,,,,5,12,,1,Y,"Communications Workers of America","Included: All full-time and regular part-time Associate Vice Presidents (AVPs) employed by the Employer, residual to the existing unit represented by Petitioner which was recognized by Employer on June 7, 2023. 

Excluded: Managerial employees, supervisors and guards as defined by the Act.",,,
"Region 12, Tampa, Florida",12-RC-320201,"Tri Family, LLC d/b/a Hand & Stone Massage",Closed,06/16/2023,12/03/2024,"Certific. of Representative",Gainesville,FL,A,"Single Labor Organization",Rerun,11/13/2024,28,,"United Food and Commercial Workers International Union, Local 1625, AFL-CIO",20,,,,,1,21,,,,"United Food and Commercial Workers International Union, Local 1625, AFL-CIO"," All full-time and regular part time massage therapists; excluding:  all other employees, estheticians, spa associates, office clerical employees, temporary employees, professional employees, managers, guards and supervisors as defined in the Act.

Others permitted to vote: The parties have agreed that lead massage therapists may vote in the election, but their ballots will be challenged since their eligibility has not been resolved. No 
decision has been made regarding whether the individuals in this classification are included in, or excluded from, the bargaining unit.  The eligibility or inclusion of these individuals will be resolved, if necessary, following the election.
",,,
"Region 28, Phoenix, Arizona",28-RD-320410,"Paragon Professional Services, LLC and Asset Protection and Security Services, LP",Closed,06/21/2023,12/03/2024,"Certification of Results","El Paso",TX,A,"Two Labor Organizations",Initial,11/12/2024,469,12,"INTERNATIONAL UNION, SECURITY, POLICE & FIRE PROFESSIONALS OF AMERICA, LOCAL 725",35,"United Federation LEOS-PBA and its Local 52",7,,,202,244,,,,,"INCLUDED: All full-time and regular part-time armed and unarmed detention security officers performing guard duties as defined in Section 9(b)(3) of the National Labor Relations Act, who are employed by the Employers at the United States Immigration and Customs Enforcement (ICE) El Paso Processing Center in El Paso, Texas.

EXCLUDED: All other employees, office clerical employees, professional employees, and supervisors as defined by the Act.
",,,
"Region 29, Brooklyn, New York",29-RC-331787,"Alamo Intermediate II Holdings, LLC",Closed,12/13/2023,11/14/2024,"Certification of Results","Staten Island",NY,A,"Single Labor Organization",Initial,11/01/2024,60,1,"Local 2179 of the International Union, United Automobile, Aerospace and Agricultural Implement Workers of America, UAW",19,,,,,19,38,,,,,"Included: All full time and regular part time employees employed by the Employer at its facility located at 2636 Hylan Blvd. Suite 230, Staten Island, New York.
Excluded:  All other employees including Technical Engineers/Projectionists, guards and supervisors as defined by the Act.
",,,
"Region 02, New York, New York",02-RC-316009,"Building For the Arts NY, Inc",Closed,04/13/2023,11/04/2024,"Certification of Results",Manhattan,NY,A,"Single Labor Organization",Initial,10/24/2024,20,,"Theatre Shop Union",4,,,,,5,9,,,,,"Included:
All House Managers, Associate House Managers, Box Office Coordinators, Associate Box Office Coordinators, Deputy Production & Technical Managers, Assistant Technical Directors, Stage Door Associates, and Administrative & Operations Associates employed by the Employer. 

Excluded:
Directors of Theatre Operations, Operations Managers, General Managers, Production Managers, Audience Services Managers, Studio Managers, Building and Facilities Managers, Superintendents, General Management Associates, guards, professionals, and supervisors as defined in the National Labor Relations Act.",,,
"Region 12, Tampa, Florida",12-RM-327039,"Overseas Shipholding Group, Inc.",Closed,10/02/2023,03/18/2026,"Certific. of Representative",Tampa,FL,A,"Revised Two Labor Orgs",Initial,10/22/2024,104,,"International Organization of Masters, Mates & Pilots",50,"Marine Engineers Beneficial Association, District No.1, PCD, AFL-CIO(MEBA)",12,,,30,95,,,,"International Organization of Masters, Mates & Pilots","Included: All full-time and regular part-time licensed deck officers, including Chief Mates, Floating Chief Mates, Second Mates, and Third Mates, employed by the Employer on U.S flag vessels operated by the Employer.

Excluding all other employees, Captains, deck cadets, non-licensed deck officers, licensed deck officers on vessels operated by Alaska Tanker Company, LLC, licensed deck officers on articulated tug barges, guards, and supervisors as defined by the Act.",,,
"Region 02, New York, New York",02-RC-317333,"Start Small. Think Big., Inc.",Open,05/01/2023,,,"New York",NY,A,"Single Labor Organization",Initial,10/15/2024,14,,"Start Small Collective Bargaining Unit, Local 3202",5,,,,,,5,,1,,"Start Small Collective Bargaining Unit, Local 3202","Included:
All Program Coordinators and All Program Managers who were employed by the Employer during the payroll period ending August 30, 2024.

Excluded:
Program Directors, Executives, Staff Attorneys, Intern, Fellows, guards, and supervisors as defined in the Act.",,,
"Region 01, Boston, Massachusetts",01-RC-330883,"Starbucks Corporation",Closed,11/29/2023,10/18/2024,"Certific. of Representative",Manchester,CT,A,"Single Labor Organization",Rerun,10/09/2024,19,,"Workers United a/w Service Employees International Union",12,,,,,5,3,,,,"Workers United a/w Service Employees International Union","All full-time and regular part-time baristas and shift supervisors employed by the Employer at its store originally located at 185 Spencer Street, Manchester, Connecticut, but now located at 212 Spencer Street, Manchester, Connecticut; but excluding store managers, assistant store managers, office clerical employees, guards, professional employees and supervisors as defined in the Act.
",,,
"Region 02, New York, New York",02-RC-319437,"Icahn School of Medicine at Mount Sinai",Closed,06/06/2023,03/27/2025,"Withdrawal Non-adjusted",Manhattan,NY,A,"Single Labor Organization",Initial,10/09/2024,360,,"Sinai Student Workers - UAW",218,,,,,24,242,,1,,"Sinai Student Workers - UAW","Included: All Ph.D. graduate students in the Biomedical Sciences and Neuroscience programs who provide research or instructional services for the Employer; all Ph.D. graduate students in the Ph.D. portion of the MD/Ph.D. program who provide research or instructional services for the Employer; and all Ph.D. graduate students in the Clinical Research Ph.D. program who provide instructional services for the Employer.

Excluded: All other employees, guards, and supervisors as defined in the National Labor Relations Act.
",,,
"Region 18, Minneapolis, Minnesota",18-RC-316034,"Turner Construction Company",Closed,04/13/2023,10/22/2024,"Certification of Results","West Des Moines",IA,A,"Revised Single Labor Org",Initial,10/02/2024,43,,"North Central States Regional Council of Carpenters, Local 106",14,,,,,23,37,,5,,,"All full-time and regular part-time carpenter craft employees performing work for the Employer in the Des Moines, Iowa metropolitan area, but excluding all non-carpenter craft employees and guards and supervisors as defined in the Act.
",,,
"Region 20, San Francisco, California",20-RC-322902,"Paragon Systems, Inc.",Closed,08/01/2023,02/06/2026,"Certific. of Representative",Honolulu,HI,A,"Revised Two Labor Orgs",Rerun,09/19/2024,156,,"United Federation LEOS-PBA Law Enforcement Officers Security & Police Benevolent Association",50,"SPFPA and its Locals 652/653",36,,,,88,,1,,"United Federation LEOS-PBA Law Enforcement Officers Security & Police Benevolent Association","EMPLOYEES ELIGIBLE TO VOTE:
Those eligible to vote are:  All full-time and regular part-time armed and unarmed protective security officers employed by Paragon Systems, Inc., performing guard duties as defined by Section 9(b)(3) of the National Labor Relations Act, and assigned to federal facilities in Hawaii, Guam, Saipan, and American Samoa, under Contract No. 70RFPW19DW9000002, with the Department of Homeland Security, Federal Protective Service, who were employed by the Employer during the payroll period ending August 17, 2023.

EMPLOYEES NOT ELIGIBLE TO VOTE:
Those not eligible to vote are:  All other employees, including office clerical employees, managerial personnel, and supervisors, as defined by the National Labor Relations Act.      
",,,
"Region 05, Baltimore, Maryland",05-RC-323238,"KR Contracting, Inc.",Closed,08/04/2023,11/06/2024,"Certific. of Representative",Washington,DC,A,"Three Labor Organizations",Initial,09/16/2024,16,,"National Capital Union for Security Officers (NCUFSO)",8,"Union Rights for Security Officers (URSO)",,"International Union, Security, Police and Fire Professionals of America (SPFPA)",1,,9,,,,"National Capital Union for Security Officers (NCUFSO)","INCLUDED:  All full-time and regular part-time protective service officers employed by the Employer at the Bureau of Immigration and Customs Enforcement (ICE) currently located at 801 Eye Street NW, Washington, D.C.

EXCLUDED:  All other employees, office and clerical employees, managerial employees and supervisors as defined in the Act.
",,,
"Region 05, Baltimore, Maryland",05-RC-323238,"KR Contracting, Inc.",Closed,08/04/2023,11/06/2024,"Certific. of Representative",Washington,DC,A,"Single Labor Organization",Initial,09/16/2024,16,,"National League of Justice and Security Professionals (NLJSP)",1,,,,,,9,,,,"National Capital Union for Security Officers (NCUFSO)","INCLUDED:  All full-time and regular part-time protective service officers employed by the Employer at the Bureau of Immigration and Customs Enforcement (ICE) currently located at 801 Eye Street NW, Washington, D.C.

EXCLUDED:  All other employees, office and clerical employees, managerial employees and supervisors as defined in the Act.
",,,
"Region 13, Chicago, Illinois",13-RC-327766,"Water Tower, LLC d/b/a The Ritz Carlton Hotel",Closed,10/12/2023,09/05/2024,"Certification of Results",Chicago,IL,A,"Revised Single Labor Org",Initial,08/27/2024,35,,"UNITE HERE Local 1",16,,,,,16,32,,,,,"Included: All regular full-time and part-time employees in the classifications In-Room Dining Coordinator/Operator, Club Lounge Attendant, Spa Supervisor, Spa Attendant, Front Desk Agent, Concierge, Guest Relations Agent, PBX/Telecommunications Operator, Purchasing Coordinator, and Storeroom Clerk who are employed by the Employer at its facility located at Water Tower Place, 160 E Pearson St, Chicago, IL, 60611.

Excluded: All other employees, casual employees, office clerical employees and guards, professional employees, and supervisors as defined in the Act.

Other permitted to vote:  At this time, no decision has been made regarding whether Housekeeping Coordinators are included in, or excluded from, the bargaining unit. The parties have agreed that these individuals may vote in the election, but their ballots shall be challenged since their eligibility has not been resolved. The eligibility or inclusion of these individuals will be resolved, if necessary, following the election.
",,,
"Region 05, Baltimore, Maryland",05-RC-331074,"Casey Trees",Closed,11/30/2023,03/11/2026,"Certific. of Representative",Washington,DC,A,"Single Labor Organization",Initial,08/13/2024,30,1,"International Association of Machinists and Aerospace Workers",22,,,,,6,28,,,,"International Association of Machinists and Aerospace Workers","Included: All full-time and regular part-time employees of the Employer at its facilities currently located in Washington, D.C. in its Administration, Education, Communications & Development, Policy & Land Conservation, and Tree Operations departments.

Excluded: Chief Operating Officer, Executive Director, Director of Communications & Development, Director of Education, Director of Policy & Land Conservation, Director of Tree Operations, Office Manager, Human Resources Generalist, Communications & Events Manager, Youth Programs Manager, Senior Program Manager, Special Project Manager, Business Manager, Managing Arborist, Nursery Manager, Human Resources Associate, GIS Manager, Urban Forestry Foreman, Field Manager, all agricultural laborers, managerial employees, confidential employees, guards, and supervisors as defined in the Act.",,,
"Region 09, Cincinnati, Ohio",09-RM-309725,"BUSKEN BAKERY, INC.",Closed,01/03/2023,08/20/2024,"Certification of Results",Cincinnati,OH,A,"Single Labor Organization",Rerun,08/05/2024,12,1,"Bakery, Confectionery, Tobacco Workers, and Grain Millers International Union, Local No. 57",1,,,,,9,10,,,,,,,,
"Region 05, Baltimore, Maryland",05-RC-313970,"Centerra Group, LLC",Closed,03/13/2023,02/25/2026,"Certific. of Representative",Germantown,MD,A,"Single Labor Organization",Initial,07/30/2024,26,1,"Federal Contract Guards of America (FCGOA)",14,,,,,,14,,,,"Federal Contract Guards of America (FCGOA)","Included: All full-time and regular part-time lieutenants and sergeants working for Centerra (a subsidiary of Constellis) on its contract with the Department of Energy on sites located at 19901 Germantown Rd, Germantown, MD 20874 (Germantown facility); the Forrestal Building at 1000 Independence Ave SW, Washington, DC 20585 (Forrestal facility); and the Portals III Building at 1201 Maryland Ave SW, Washington, DC 20024 (Portals facility).

Excluded: All other employees, including administrative, clerical, and supervisors, as defined under the National Labor Relations Act.
",,,
"Region 32, Oakland, California",32-RC-330891,"Neil Jones Food Company/TomaTek",Open,11/29/2023,,,Firebaugh,CA,A,"Two Labor Organizations",Initial,07/26/2024,1127,6,"Teamsters Joint Council 7 and its affiliated local unions",621,"DC2, Local 388-M, Affiliated with PPPWU",133,,,10,764,,29,,"Teamsters Joint Council 7 and its affiliated local unions","Included: All full-time and regular part-time production and maintenance employees employed by the Employer at its Firebaugh, California, facility,
including seasonal employees, and such other employees as may be referenced in the following classifications: Batchers 1, 2 and 3; Bin Assembly 1 and 2; Boiler Operators 1 and 2; Boiler Technician III; Certified Boiler Tech; Bulk Dump Operators 1 and 2; Caser/Palletizers 1 and 2; Caser Operators 1 and 2; Control Room Operators 1, 2, and 3, and Control Room Leads 1 and 2; Control Room Operator Mechanics 1, 2, and 3; Custodians; Electricians 1, 2 and 3; Facilities Maintenance Technicians; Filler Operators 1, 2 and Filler Leads (Industrial); Filler Operators 1, 2 and 3 (Pouch); Flow Control Operators 1 and 2; Forklift Mechanics; Forklift Operators 1, 2 and 3; General Laborers 1, 2, 3, and Packers; Industrial Strappers; Ingredient Drivers; Ingredient Weighers 1; Machinery Lubrication employees 1; Inventory- Cycle Counters; Material Handlers A, B, C, D, and Material Handler Leads; Materials Cycle Counters; Mechanics A, B, C, and Assistants; Micro Techs 1, 2,and 3; Packaging Techs 1, 2, 3 and Packaging Leads; Paste Filler Assistants; Pearson Operators 1 and 2;. Process Checkers 1 and 2; QA Shipping/receiving Inspectors; Quality Assurance Techs 1 and 2; Sample Operator Graders 1 and 2; Sanitation employees 1, 2 and Sanitation Leads; Sanitation Recycling Technicians; Sorter Leads 1 and 2; Sterilizer Operators 1, 2 and 3; Tagger Operators 1, 2 and 3; Technician Assistants; Tool Room Attendants 1 and 2; Warehouse Leads 1 and 2, and; Yard Leads 1 and 2.

Excluded: All other employees, guards, managers, and supervisors as defined by the Act.
",,,
"Region 18, Minneapolis, Minnesota",18-RC-330714,"Essentia Health",Open,11/27/2023,,,Duluth,MN,A,"Single Labor Organization",Initial,07/23/2024,416,5,"Minnesota Nurses Association",245,,,,,128,373,,5,,"Minnesota Nurses Association","Included: All full-time and regular part-time nurse practitioners, physician assistants, certified nurse midwives and clinical nurse specialists employed within the Employer’s East Market.

Excluded: All other employees, managerial employees, confidential employees, guards, and supervisors defined by the National Labor Relations Act.
",,,
"Region 19, Seattle, Washington",19-RC-325263,"The Oaks Park Association d/b/a Oaks Park",Closed,09/06/2023,07/22/2024,"Certification of Results",Portland,OR,A,"Single Labor Organization",Initial,07/12/2024,66,,"Association of Operators and Amusement",4,,,,,26,30,,4,,,"Included: All full-time, regular part-time, and seasonal Ride Operators and Ride Operator Foremen  employed by the Employer at its facility located in Portland, Oregon. 
Excluded: All other employees, office clerical employees, professional employees, managerial employees, and guards and supervisors as defined by the Act.
",,,
"Region 05, Baltimore, Maryland",05-RC-328467,"Adventist HealthCare, Inc. and Reginald S. Lourie Center for Infants and Young Children, Inc., d/b/a/ The Lourie Center for Children’s Social and Emotional Wellness, a single-integrated employer",Closed,10/23/2023,05/29/2026,"Certific. of Representative",Rockville,MD,A,"Single Labor Organization",Initial,07/10/2024,16,,"1199SEIU United Healthcare Workers East a/w Service Employees International Union, SOC, CLC",8,,,,,4,12,,,,"1199SEIU United Healthcare Workers East a/w Service Employees International Union, SOC, CLC","GROUP A — PROFESSIONAL EMPLOYEES
All full-time and regular part-time Behavioral Health Therapists and Clinical Psychologists
employed by the Employer in The Lourie Center Parent Child Clinical Services Program
at the Employer's facility currently located at 12301 Academy Way, Rockville, Maryland;
but excluding all other employees, Assistant Directors, interns, independent contractors,
managerial employees, confidential employees, guards, and supervisors as defined in the
Act.

GROUP B — NONPROFESSIONAL EMPLOYEES 
All full-time and regular part-time Care Navigators, Certified Medical Assistants, and
Administrative Assistants employed by the Employer in The Lourie Center Parent Child
Clinical Services Program at the Employer's facility currently located at 12301 Academy
Way, Rockville, Maryland; but excluding all other employees, Assistant Directors, interns,
independent contractors, professional employees, managerial employees, confidential
employees, guards, and supervisors as defined in the Act.
",,,
"Region 02, New York, New York",02-RC-319517,"Alamo Intermediate II Holdings, LLC",Closed,06/07/2023,08/08/2024,"Certification of Results",Manhattan,NY,A,"Single Labor Organization",Initial,07/08/2024,4,,"Alamo Intermediate II Holdings, LLC",,,,,,2,2,,,,"Alamo Intermediate II Holdings, LLC","Included: All Technical Engineers employed at 28 Liberty Street, New York, NY, 445 Albee Square West, Brooklyn, NY, 2636 Hylan Blvd, Staten Island, NY, and Central Park Avenue, Yonkers, NY.

Excluded: All other employees, guards, and supervisors as defined in the Act.",,,
