Region,"Case Number","Case Name",Status,"Date Filed","Date Closed","Reason Closed",City,"States & Territories","Unit ID","Ballot Type","Tally Type","Tally Date","No of Eligible Voters","Void Ballots","Labor Union1","Votes for Labor Union1","Labor Union2","Votes for Labor Union2","Labor Union3","Votes for Labor Union3","Votes Against","Total Ballots Counted","Runoff Required","Challenged Ballots","Challenges are Determinative","Union to Certify","Voting Unit (Unit A)","Voting Unit (Unit B)","Voting Unit (Unit C)","Voting Unit (Unit D)"
"Region 19, Seattle, Washington",19-RC-350650,"Starbucks Corporation",Closed,09/16/2024,10/08/2024,"Certific. of Representative",Bellingham,WA,A,"Single Labor Organization",Initial,09/30/2024,15,,"Workers United, affiliated with Service Employees International Union",11,,,,,2,13,,,,"Workers United, affiliated with Service Employees International Union","All full-time and regular part-time Baristas and Shift Supervisors employed by the Employer at its facility located at 3105 Old Fairhaven Parkway, Bellingham, WA; excluding all store managers, assistant store managers, office clericals, guards, professional employees and supervisors as defined by the Act, and all other employees.",,,
"Region 18, Minneapolis, Minnesota",18-RC-349867,"Transdev Services, Inc. d/b/a First Transit",Closed,09/06/2024,10/04/2024,"Certification of Results",Milwaukee,WI,A,"Single Labor Organization",Initial,09/27/2024,9,,"Amalgamated Transit Union Local 998",5,,,,,,5,,,,"Amalgamated Transit Union Local 998","Included: All full-time and regular part-time dispatchers employed by the Employer at its facility currently located at 4524 South 13th Street, Milwaukee, Wisconsin. 

Excluded: All other employees, and guards and supervisors as defined in the National Labor Relations Act.


If a majority of valid ballots are cast for Amalgamated Transit Union Local 998, they will be taken to have indicated the employees’ desire to be included in the existing driver, mechanic, scheduler, and reservationist employee unit employed at the Employer’s Milwaukee, Wisconsin, facility currently represented by Amalgamated Transit Union Local 998. If a majority of valid ballots are not cast for representation, they will be taken to have indicated the employees’ desire to remain unrepresented.",,,
"Region 13, Chicago, Illinois",13-RC-350169,"Starbucks Corporation",Closed,09/10/2024,10/10/2024,"Certific. of Representative","Des Plaines",IL,A,"Single Labor Organization",Initial,09/27/2024,18,,"Chicago & Midwest Regional Joint Board, Workers United/SEIU",12,,,,,,12,,,,"Chicago & Midwest Regional Joint Board, Workers United/SEIU","Included: All full-time and regular part-time Baristas and Shift Supervisors employed by the Employer at its facility currently located at 1427 Lee Street, Des Plaines, IL.
Excluded: All store managers, assistant store managers, office clerical employees, confidential employees, managerial employees, professional employees, guards and supervisors as defined by the Act.",,,
"Region 28, Phoenix, Arizona",28-RC-349581,"Story Companies LLC",Closed,08/30/2024,10/16/2024,"Certific. of Representative",Chandler,AZ,A,"Single Labor Organization",Initial,09/27/2024,28,,"United Food & Commercial Workers International Union, Local 99, AFL-CIO, CLC",18,,,,,6,24,,,,"United Food & Commercial Workers International Union, Local 99, AFL-CIO, CLC","INCLUDED: All full-time and regular part-time retail associates, and retail inventory associates, retail inventory supervisors, and shift supervisors.

EXCLUDED: All other employees, confidential employees, office clerical employees, professional employees, managerial employees, and guards and supervisors as defined by the Act.",,,
"Region 02, New York, New York",02-RC-349705,"PODS Enterprises, LLC",Closed,09/05/2024,10/07/2024,"Certific. of Representative",Armonk,NY,A,"Single Labor Organization",Initial,09/27/2024,4,,"Local 456, International Brotherhood of Teamsters",2,,,,,1,3,,,,"Local 456, International Brotherhood of Teamsters","INCLUDED: All full-time and regular part-time drivers employed by the Employer at and out of its Armonk, NY facility located at 94 Business Park Drive, Armonk, NY 10504.

EXCLUDED: All other employees, including warehouse employees, office clerical employees, guards, professional employees and supervisors as defined in the Act.
",,,
"Region 28, Phoenix, Arizona",28-RC-349943,"Nevada Property 1 LLC d/b/a The Cosmopolitan of Las Vegas",Closed,09/06/2024,10/30/2024,"Certific. of Representative","Las Vegas",NV,A,"Single Labor Organization",Initial,09/27/2024,43,,"General Teamsters, Airline, Aerospace and Allied Employees, Warehousemen, Drivers, Construction, Rock and Sand, Local 986",39,,,,,1,40,,,,"General Teamsters, Airline, Aerospace and Allied Employees, Warehousemen, Drivers, Construction, Rock and Sand, Local 986","INCLUDED:  All full-time and regular part-time runners, specialists, attendants warehouse and receiving, and senior receivers employees employed by the Employer at its facilities located in Las Vegas, Nevada. 

EXCLUDED:  All other employees, office clerical employees, employees already represented by a labor organization, guards, and supervisors as defined in the Act.  
",,,
"Region 04, Philadelphia, Pennsylvania",04-RC-348560,"Longwood Gardens, Inc.",Closed,08/19/2024,11/14/2024,"Certification of Results",Kennett,PA,A,"Single Labor Organization",Initial,09/27/2024,38,,"International Alliance of Theatrical Stage Employees, Moving Picture Technicians, Artists and Allied Crafts of the United States, Canada and its Territories, Philadelphia Local No. 8",13,,,,,19,32,,4,,,"INCLUDED: All full-time, regular part-time and on-call Performance Technicians, including Lead, Senior, Seasonal and Lead Main Fountain Garden Performance Technicians employed by the Employer at its 1001 Longwood Road, Kennett Square, Pennsylvania facility.

Also eligible to vote are all employees in the unit who have worked an average of four (4) hours or more per week during the 13 weeks immediately preceding the eligibility date for the election are eligible to vote.

EXCLUDED: All other employees, managers, guards and supervisors as de?ned in the Act
",,,
"Region 32, Oakland, California",32-RC-349169," Clean Earth, Inc.",Closed,08/26/2024,10/10/2024,"Certific. of Representative",Fernley,NV,A,"Single Labor Organization",Initial,09/27/2024,5,,"Teamsters Local 533",4,,,,,1,5,,,,"Teamsters Local 533","All full-time and regular part-time Environmental Driver Specialists CDLA and Environmental Driver Specialists CDLB employed by the Employer at or from its facility located at 2095 Newland Dr., Fernley, NV 89408; Excluding environmental technicians, managers, confidential employees, office clerical employees, guards, and supervisors as defined by the National Labor Relations Act.",,,
"Region 19, Seattle, Washington",19-RC-342692,"Esho Funi, LLC d/b/a Dockside Cannabis Greenlake",Closed,05/21/2024,10/24/2024,"Certific. of Representative",Seattle,WA,A,"Single Labor Organization",Initial,09/27/2024,8,,"United Food and Commercial Workers, Local 3000, affiliated with the United Food and Commercial Workers International Union",5,,,,,3,8,,,,"United Food and Commercial Workers, Local 3000, affiliated with the United Food and Commercial Workers International Union","All full-time and regular part-time shift leads, budtenders/sales associates, security employees, and receiving coordinators employed by the Employer at its facility located at 8401 Aurora Avenue North, Seattle, Washington; excluding all other employees, assistant managers, store managers, office clerical employees, and guards and supervisors as defined in the Act.",,,
"Region 31, Los Angeles, California",31-RD-349449,"Consolidated Networks Corporation",Closed,08/29/2024,09/27/2024,"Certification of Results","Fort Irwin",CA,A,"Single Labor Organization",Initial,09/27/2024,7,,"International Association of Machinists & Aerospace Workers, AFL-CIO, District Lodge 725",2,,,,,5,7,,,,,"INCLUDED: All full-time and regular part-time Network Administrators, Systems Administrators, Database Administrators, and MOUT System Administrators employed by the Employer on the Lockheed/ATMP contract at its operations located at Fort Irwin, California. 

EXCLUDED: All other employees, drivers, office clerical employees, managerial employees, guards, and supervisors as defined in the Act.",,,
"Region 18, Minneapolis, Minnesota",18-RC-348090,"Allina Health d/b/a New Ulm Medical Center",Closed,08/12/2024,10/03/2024,"Certification of Results","New Ulm",MN,A,"Single Labor Organization",Initial,09/26/2024,6,,"Minnesota Nurses Association",1,,,,,5,6,,,,,"Included: All full-time and regular part-time certified registered nurse anesthetists employed by the Employer at the Allina Health New Ulm Medical Center located at 1324 5th Street N. New Ulm, Minnesota 56073.
Excluded:  All other employees, managerial employees, office clerical employees, confidential employees, and guards and supervisors as defined by the Act. 
",,,
"Region 21, Los Angeles, California",21-RC-347478,"Philips North America LLC",Closed,08/02/2024,10/04/2024,"Certific. of Representative","San Diego",CA,A,"Single Labor Organization",Initial,09/26/2024,18,,"International Association of Machinists and Aerospace Workers, Local Lodge 1125, AFL-CIO",12,,,,,3,15,,,,"International Association of Machinists and Aerospace Workers, Local Lodge 1125, AFL-CIO","Included: All full-time and regular part-time field service engineers I, field service engineers II, and field service engineers III assigned to work in San Diego, California.

Excluded:  All other employees, office clerical employees, professional employees, managerial employees, confidential employees, guards, and supervisors as defined in the Act.
",,,
"Region 13, Chicago, Illinois",13-RC-349494,"BOX Acquisitions, LLC d/b/a BOX Partners",Closed,09/03/2024,10/10/2024,"Certific. of Representative",Elgin,IL,A,"Single Labor Organization",Initial,09/26/2024,118,,"LiUNA Laborers Local 681",75,,,,,34,107,,7,,"LiUNA Laborers Local 681","Included: All Warehouse Skilled, Warehouse Labor, and Warehouse Lead employees who are employed by the Employer at its facilities located at Building 1, 2650 Galvin Drive, Elgin, IL 60124, and Building 3, 2601 Galvin Drive, Elgin, IL 60124.
Excluded: All other employees, drivers, customer service employees, confidential employes, managerial employees, professional employees, guards and supervisors as defined in the Act.",,,
"Region 22, Newark, New Jersey",22-RC-349484,"Clean Harbors Environmental Services, Inc.",Closed,09/03/2024,10/08/2024,"Certific. of Representative","South Plainfield",NJ,A,"Single Labor Organization",Initial,09/26/2024,5,,"International Brotherhood of Teamsters, Local 11",3,,,,,1,,,,,"International Brotherhood of Teamsters, Local 11","Included:	All full-time and regular part-time vehicle maintenance mechanics employed by the Employer at its 165 Ryan Street, South Plainfield, New Jersey facility.

Excluded:	All drivers, warehouse employees, field services employees, maintenance employees, office clerical employees, managers, professional employees, guards and supervisors as defined by the Act, and all other employees.


",,,
"Region 20, San Francisco, California",20-RC-349041,"Hyatt Corporation d/b/a Hyatt Regency Sacramento",Closed,08/23/2024,10/10/2024,"Certification of Results",Sacramento,CA,A,"Single Labor Organization",Initial,09/26/2024,203,1,"UNITE HERE Local 49",60,,,,,110,170,,20,,,"Included: all full-time and regular part-time employees in the housekeeping, banquets, food & beverage, culinary, stewarding, front desk, telecommunications, bell, door and valet departments at the Employer’s 1209 L Street, Sacramento, California location, including the following classifications: beverage server; barback; barista; bartender; bell attendant; cashier; communications operator; coffee break; cook 1; cook 2; cook 3; door attendant; events server; event services set-up; F&B runner; front desk host; greeter; housekeeping supervisor; houseperson; linen attendant; night auditor; operator; pastry supervisor; public attendant; Regency Club concierge; reservations agent; room attendant; rooms control clerk; seasonal pool attendant; server; server assistant; steward; stewarding lead; turn down attendant; valet cashier; valet runner; and wardrobe attendant. 

Excluded: Employees in the sales & marketing department; store-room attendant, office clericals, professional employees, guards, managerial employees, and supervisors as defined by the Act.
",,,
"Region 01, Boston, Massachusetts",01-RC-344246,"All-Star Transportation, LLC",Closed,06/12/2024,10/04/2024,"Certific. of Representative",Waterbury,CT,A,"Single Labor Organization",Initial,09/26/2024,123,,"INTERNATIONAL BROTHERHOOD OF TEAMSTERS, LOCAL 671",96,,,,,14,4,,,,"INTERNATIONAL BROTHERHOOD OF TEAMSTERS, LOCAL 671","All full-time and regular part-time drivers and monitors employed by the Employer at its Waterbury, Connecticut facility, but excluding all office clerical employees, confidential employees, managerial employees, and guards, professional employees, and supervisors as defined in the Act.

",,,
"Region 01, Boston, Massachusetts",01-RC-341106,"Wesleyan University",Closed,04/29/2024,10/04/2024,"Certific. of Representative",Middletown,CT,A,"Single Labor Organization",Initial,09/26/2024,117,,"Office and Professional Employees International Union Local 153, AFL-CIO",86,,,,,7,93,,3,,"Office and Professional Employees International Union Local 153, AFL-CIO","Included:  All full-time and regular part-time students enrolled at Wesleyan in a two-year MA program or a Ph. D. program, in active or leave status, who receive stipends from the Employer, including graduate students who have completed coursework but have not yet completed their theses/dissertations who receive stipends from the Employer, and foreign language teaching assistants employed by the Employer. 

Excluded:  All students enrolled in BA/MA programs, graduate students on Fullbright grants, graduate students completing degrees at other universities, graduate students who have completed course work but have not completed their theses/dissertations (unless they receive a stipend), graduate students who have successfully defended their theses/dissertations but have not yet graduated, all faculty, staff employees, confidential employees, managers, guards, and professional employees and supervisors as defined in the Act.
",,,
"Region 02, New York, New York",02-RC-349710,"St. Luke's Cornwall Hospital d/b/a Montefiore St. Luke's Cornwall Hospital",Closed,09/05/2024,10/04/2024,"Certific. of Representative",Newburgh,NY,A,"Single Labor Organization",Initial,09/26/2024,,,"1199SEIU United Healthcare Workers East",,,,,,,3,,,,"1199SEIU United Healthcare Workers East",,,,
"Region 25, Indianapolis, Indiana",25-RM-348686,"Orkin, LLC",Closed,08/19/2024,10/04/2024,"Certific. of Representative","Crystal Lake",IL,A,"Single Labor Organization",Initial,09/26/2024,25,,"Chauffeurs, Teamsters and Helpers Local No. 301",20,,,,,5,,,,,"Chauffeurs, Teamsters and Helpers Local No. 301","Included: All full-time and regular part-time pest control route managers, termite control technicians, hourly pest control specialists, pest control technicians, and trouble route technicians employed by the Employer at its facility located in Crystal Lake, Illinois.

Excluded: All office clerical employees, professional employees, sales employees, inspectors, managerial employees, guards and supervisors as defined by the Act, and all other employees.
",,,
"Region 25, Indianapolis, Indiana",25-RC-349594,"Vestis Services, LLC",Closed,08/30/2024,10/04/2024,"Certific. of Representative",Rockford,IL,A,"Single Labor Organization",Initial,09/26/2024,4,,"Teamsters Local 325",3,,,,,,3,,,,"Teamsters Local 325","Included: All full-time and regular part-time RSS drivers employed by the Employer at its facility located in Rockford, Illinois.

Excluded: All office clerical employees, professional employees, managerial employees, guards and supervisors as defined by the Act, and all other employees.

",,,
"Region 27, Denver, Colorado",27-RC-349057,"Wells Fargo Bank, N.A.",Closed,08/26/2024,10/04/2024,"Certific. of Representative",Casper,WY,A,"Single Labor Organization",Initial,09/26/2024,5,,"Wells Fargo Workers United, affiliated with Communication Workers of America, AFL-CIO",3,,,,,2,5,,,,"Wells Fargo Workers United, affiliated with Communication Workers of America, AFL-CIO","Included: All full-time and regular part-time Tellers, Personal Bankers, Personal Bankers, 
Relationship Bankers, and Branch Operations Coordinators employed by the Employer at its facility 
located at 3500 Cy Avenue, Casper, WY 82604.
Excluded:  All  office clerical  employees,  Branch Managers,  Branch  Operations Associate 
Managers, Service Managers, Financial Advisors, professional employees, confidential employees, 
guards, and supervisors, as defined in the Act, and all other
employees.
",,,
"Region 29, Brooklyn, New York",29-RC-349935,"Snug Harbor Cultural Center & Botanical Garden",Closed,09/06/2024,10/07/2024,"Certific. of Representative","Staten Island",NY,A,"Single Labor Organization",Initial,09/26/2024,12,,"Local One Security Officers Union",8,,,,,,8,,,,"Local One Security Officers Union","Included: All full-time and regular part-time rangers employed by the Employer at its facility located at 1000 Richmond Terrace, Staten Island, New York.
Excluded: All other employees and supervisors as defined by the Act.
",,,
"Region 08, Cleveland, Ohio",08-RC-344013,"The Cleveland Institute of Music",Closed,06/06/2024,10/07/2024,"Certific. of Representative",Cleveland,OH,A,"Single Labor Organization",Initial,09/26/2024,132,,"Cleveland Federation of Musicians, AFM Local 4",56,,,,,25,81,,25,,"Cleveland Federation of Musicians, AFM Local 4","Included: All full-time and regular part-time faculty employees who are employed by The Cleveland 
Institute of Music at 11021 East Boulevard, Cleveland, Ohio 44106 who were employed during the pay period Thursday, May 30, 2024.

Excluded: All Deans, Associate Deans, Guest instructors and Guest conductors, non­ faculty 
professional employees, office clerical employees, casual employees, confidential employees, 
professional employees, managerial employees, guards and supervisors as defined by the National 
Labor Relations Act.

Others Permitted To Vote: The parties have agreed that the classifications of Directors and 
Division/Department Heads may vote in the election but their ballots will be challenged since their 
eligibility has not been resolved. No decision has been made regarding whether the individuals in 
these classifications or groups are included in, or excluded from, the bargaining unit. The 
eligibility or inclusion of these individuals will be resolved, if necessary, following the 
election.

",,,
"Region 32, Oakland, California",32-RC-348491,"Renal Advantage Inc.",Closed,08/16/2024,12/19/2024,"Certific. of Representative",Stockton,CA,A,"Single Labor Organization",Initial,09/26/2024,19,,"Service Employees International Union, United Healthcare Workers - West",10,,,,,6,16,,3,,"Service Employees International Union, United Healthcare Workers - West","Included: All full-time, regular part-time, and per diem Licensed Practical Nurses (LPN)/ Licensed Vocational Nurses (LVN), Patient Care Technicians (PCT) I, PCT II, PCT III, and Secretary/Receptionists employed by the Employer at its facility located at 3115 W. March Ln., Stockton, California.

Excluded: All other employees, Registered Nurses (RN), Charge RNs I, Charge RNs II, Bio-Medical Technicians, Social Workers, Dieticians, Clinical Educators, managerial employees, guards, confidential employees, and supervisors as defined in the Act.  

Employees working in the Home Therapy Care Team Assistant position, were neither included in, nor excluded from, the bargaining unit covered by this certification inasmuch as the parties did not agree on the inclusion or exclusion of individuals in this classification or group, but agreed to vote them subject to challenge and resolution of their inclusion or exclusion was unnecessary because their ballots were not determinative of the election results. 
",,,
"Region 09, Cincinnati, Ohio",09-RC-350382,"STARBUCKS CORPORATION",Closed,09/11/2024,10/04/2024,"Certific. of Representative","Upper Arlington",OH,A,"Single Labor Organization",Initial,09/26/2024,18,,"Chicago & Midwest Regional Joint Board, Workers United/SEIU",10,,,,,,10,,,,"Chicago & Midwest Regional Joint Board, Workers United/SEIU","All full-time and regular part-time Baristas and Shift Supervisors employed by the Employer at its facility located at 1315 W Lane Avenue, Suite. H, Upper Arlington, Ohio, excluding all store managers, assistant store managers, office clericals, guards, professional employees and supervisors as defined by the Act, and all other employees.
",,,
"Region 12, Tampa, Florida",12-RM-348920,"Parsec, Inc.",Closed,08/23/2024,10/17/2024,"Certific. of Representative",Jacksonville,FL,A,"Single Labor Organization",Initial,09/26/2024,64,1,"International Brotherhood of Teamsters, Local Union 512",32,,,,,26,58,,,,"International Brotherhood of Teamsters, Local Union 512","Included:  All full-time and regular part-time drivers, operators, groundmen, and leads, employed by the Employer at its Jacksonville, Florida facility. 

Excluded: All other employees, trailer repair employees, gate clerks, office clerical employees, professional employees, guards, and supervisors as defined by the Act.",,,
"Region 31, Los Angeles, California",31-RD-349788,"Hertz Corporation",Closed,09/05/2024,10/04/2024,"Certification of Results","Los Angeles",CA,A,"Single Labor Organization",Initial,09/26/2024,41,,"CWA Local 9003",15,,,,,21,36,,,,,"Included: All full-time and regular part-time Customer Care Representatives
(otherwise known as Rental Agents), Express Agents, Instant Return
Representatives and Lot Attendants employed by the Employer at its facility
located at 9000 Airport Boulevard, Los Angeles, CA, 90045.

Excluded: All other employees, including courtesy bus drivers, mechanics,
vehicle service attendants, tire and lube workers, back office administrator/clerks,
Exit Gate Agents/Security Representatives, Managers and guards and supervisors
as defined in the Act.",,,
"Region 18, Minneapolis, Minnesota",18-RC-349733,"Conagra Foods Packaged Foods, LLC",Closed,09/05/2024,02/28/2025,"Certification of Results",Darien,WI,A,"Single Labor Organization",Initial,09/26/2024,8,,"United Food and Commercial Workers Union, Local 1473",2,,,,,5,7,,,,,"All full-time and regular part-time Quality Technician IIIs employed by the Employer at its facility currently located at W8880 County Road X, Darien, Wisconsin; excluding all other employees, managerial employees, and guards and supervisors, as defined in the National Labor Relations Act, as amended.",,,
"Region 32, Oakland, California",32-RC-348745,"Walnut Creek Automotive, LLC",Closed,08/20/2024,10/10/2024,"Certific. of Representative","Walnut Creek",CA,A,"Single Labor Organization",Initial,09/25/2024,12,,"Machinists Automotive Trades District Lodge No. 190, Machinists Local 1173",9,,,,,2,11,,,,"Machinists Automotive Trades District Lodge No. 190, Machinists Local 1173","All full-time and regular part-time automotive technicians and parts counter persons employed by the Employer at its facility located at 2791 N. Main Street, Walnut Creek, CA 94597; Excluding all other employees, confidential employees, office clerical employees, guards, and supervisors as defined by the National Labor Relations Act.",,,
"Region 25, Indianapolis, Indiana",25-RC-349199,"Hearthside Food Solutions, LLC",Closed,08/27/2024,10/03/2024,"Certification of Results","Michigan City",IN,A,"Single Labor Organization",Initial,09/25/2024,22,,"Bakery, Confectionery, Tobacco Workers, and Grain Millers Union, AFL-CIO, CLC, Local 1",2,,,,,17,19,,1,,,"Included: All full-time and part-time maintenance employees employed by the Employer at its
Michigan City, Indiana facility.

Excluded: All office clerical employees, professional employees, guards and supervisors as
defined by the Act, and all other employees.",,,
"Region 09, Cincinnati, Ohio",09-RC-349933,"AMERICAN ELECTRIC POWER SERVICE CORPORATION",Closed,09/09/2024,10/04/2024,"Certific. of Representative",Chillicothe,OH,A,"Single Labor Organization",Initial,09/25/2024,9,,"International Brotherhood of Electrical Workers, AFL-CIO, (IBEW), Local 1466",8,,,,,,8,,,,"International Brotherhood of Electrical Workers, AFL-CIO, (IBEW), Local 1466","All full time and regular part time Telecom Associates Technicians, Telecom Technicians, Telecom Principal Technicians, Telecom Senior Technicians, and Telecom Lead Technicians employed by the Ohio Power Company (formerly the “Columbus and Southern Districts”) and American Electric Power Service Corporation currently reporting out of the Chillicothe and Athens Districts and to include the employees in the Mountaineer Power Station, but excluding all other employees, and all professional employees, supervisors and guards as defined in the Act.
",,,
"Region 29, Brooklyn, New York",29-RC-345616,"Northwell Health Laboratories",Closed,07/02/2024,10/04/2024,"Certific. of Representative","Lake Success",NY,A,"Single Labor Organization",Initial,09/25/2024,867,8,"1199SEIU, United Healthcare Workers East",502,,,,,113,615,,15,,"1199SEIU, United Healthcare Workers East","Included:
All full time, part time and per diem* employees employed by the Employer at the locations listed below in the following titles: Clinical Laboratory Technologist; Lead Clinical Laboratory Technologist; Clinical Laboratory Technologist – Specialty; Clinical Laboratory Technicians; Senior Scheduler; Phlebotomist; Lead Phlebotomist; Senior Phlebotomist; Staffing Assistant; Clinical Laboratory Accessioner; Lead Clinical Laboratory Accessioner; Clinical Laboratory Assistant; Senior Clinical Laboratory Assistant; Laboratory Customer Service Representative; Lead Laboratory Customer Service Representative; Senior Laboratory Customer Service Representative, Distribution Operations Assistant; Lead Distribution Operations Assistant; Senior Distribution Operations Coordinator; Transportation Services Associate; Transportation Services Coordinator; and Lead Transportation Services Associate.

Excluded: All other employees of the Employer, guards, managers, confidential employees and supervisors as defined by the Act.

* Per diem employees that are eligible to vote are those employees who worked an average of 4 hours or more per week over the preceding thirteen (13) week period.

",,,
"Region 29, Brooklyn, New York",29-RC-345119,"White Glove Community Care, Inc.",Closed,06/25/2024,10/04/2024,"Certific. of Representative",Brooklyn,NY,A,"Single Labor Organization",Initial,09/25/2024,2555,91,"1199 SEIU United Healthcare Workers East",842,,,,,357,1199,,,,"1199 SEIU United Healthcare Workers East","Included: All full-time, regular part-time and per-diem  Personal Care Aides and Home Health Aides who are employed by the Employer and working in New York City (Queens, Brooklyn, Staten Island, the Bronx or Manhattan), Nassau County, Suffolk County or Westchester County. 

Excluded: All other employees, including coordinators, personal assistants, guards and supervisors defined by the Act.
",,,
"Region 28, Phoenix, Arizona",28-RC-349324,"Ryder Truck Rentals, Inc.",Closed,08/27/2024,10/16/2024,"Certification of Results",Tucson,AZ,A,"Single Labor Organization",Initial,09/25/2024,7,,"General Teamsters (Excluding Mailers), State of Arizona, Local Union No. 104, a/w International Brotherhood of Teamsters",2,,,,,5,7,,,,,"INCLUDED: All full-time and regular part-time technicians and service employees employed by the Employer in Tucson, Arizona.

EXCLUDED: All other employees, office clerical employees, professional employees, guards, and supervisors as defined in the Act.",,,
"Region 01, Boston, Massachusetts",01-RC-349333,"Smith College Center for Early Childhood Education",Closed,08/29/2024,10/03/2024,"Certific. of Representative",Northampton,MA,A,"Single Labor Organization",Initial,09/25/2024,27,,"United Auto Workers Local 2322",21,,,,,,2,,,,"United Auto Workers Local 2322","All full-time and regular part-time Teachers and Supervisor Teachers employed by the Employer its Northampton, Massachusetts facility, but excluding all students, office clerical employees, confidential employees, managers, and guards and supervisors as defined by the Act.
Others Permitted to Vote: The parties agree that Casual employees may vote in the election, but their ballots will be challenged since their eligibility has not been resolved.  No decision has been made regarding whether the individuals in these classifications or groups are included in, or excluded from, the bargaining unit.  The eligibility or inclusion of these individuals will be resolved, if necessary, following the election.
",,,
"Region 19, Seattle, Washington",19-RC-349522,"Therapeutic Essentials LLC d/b/a Honey Sour",Closed,08/30/2024,10/03/2024,"Certific. of Representative",Butte,MT,A,"Single Labor Organization",Initial,09/25/2024,6,,"United Food and Commercial Workers Local 1889, affiliated with United Food and Commercial Workers International Union",6,,,,,,6,,,,"United Food and Commercial Workers Local 1889, affiliated with United Food and Commercial Workers International Union","All full-time and regular part-time budtenders employed by the Employer at its facilities located at 1210 Harrison Ave, Butte, MT and 3348 Harrison Ave, Butte, MT; excluding all other employees, confidential employees, managerial employees, and guards and supervisors as defined by the Act.",,,
"Region 27, Denver, Colorado",27-RC-348729,"BGIS Global Integrated Solutions US, LLC",Closed,08/20/2024,10/03/2024,"Certific. of Representative","West Jordan",UT,A,"Single Labor Organization",Initial,09/25/2024,10,,"International Brotherhood of Electrical Workers Local 354",10,,,,,,10,,,,"International Brotherhood of Electrical Workers Local 354","Included: All full-time and regular part-time Data Center Technicians employed by the
Employer at 3333 West, 9000 South, West Jordan, Utah.

Excluded: Office clerical employees, guards, professional employees, managers, and
supervisors, as defined the Act, and all other employees.
",,,
"Region 31, Los Angeles, California",31-RC-347870,"TheatreDreams LA/CHI, L.P., a California limited partnership",Closed,08/07/2024,10/03/2024,"Certific. of Representative","Los Angeles",CA,A,"Single Labor Organization",Initial,09/25/2024,8,,"Amusement Area Employees Union, IATSE Local B-192",5,,,,,,5,,,,"Amusement Area Employees Union, IATSE Local B-192","INCLUDED: All full-time and regular part-time tour guides employed by the Employer at its facility located at 6801 Hollywood Boulevard, Los Angeles, CA 90028.
EXCLUDED: All other employees, confidential employees, managerial employees, guards, and supervisors as defined in the Act, as amended.",,,
"Region 05, Baltimore, Maryland",05-RC-349629,"Science Applications International Corporation, Inc.",Closed,09/04/2024,10/03/2024,"Certification of Results",Leesburg,VA,A,"Single Labor Organization",Initial,09/25/2024,17,,"International Association of Machinists and Aerospace Workers, AFL-CIO, CLC",5,,,,,9,14,,,,,"INCLUDED: All full-time and regular part-time Air Traffic Control Instructors I and Air Traffic Control Instructors II employed by Science Applications International Corporation, Inc. at FAA Washington Air Route Traffic Center (ARTCC ZDC). 

EXCLUDED: All other employees, office clerical employees, managerial employees, professional employees, guards, and supervisors as defined by the National Labor Relations Act. 
",,,
"Region 02, New York, New York",02-RC-340647,"New York University",Closed,04/23/2024,10/09/2024,"Certific. of Representative","New York",NY,A,"Single Labor Organization",Initial,09/25/2024,273,,"Student Workers at NYU",158,,,,,2,160,,,,"Student Workers at NYU",,,,
"Region 32, Oakland, California",32-RC-349579,"Granite Rock Company",Closed,08/30/2024,10/03/2024,"Certification of Results",Watsonville,CA,A,"Single Labor Organization",Initial,09/25/2024,29,,"Teamsters Local 853",13,,,,,15,28,,,,,"All full-time and regular part-time transportation drivers employed by the Employer at its Wilson Quarry facility located at 1900 Quarry Road, Aromas, CA 95004; Excluding all other employees, employees represented by a labor organization, confidential employees, office clerical employees, guards, and supervisors as defined by the National Labor Relations Act.",,,
"Region 18, Minneapolis, Minnesota",18-RD-349356,"Vaderstad, Inc.",Closed,08/28/2024,04/02/2025,"Certification of Results",Wahpeton,ND,A,"Single Labor Organization",Initial,09/25/2024,75,,"District Lodge 5, International Association of Machinists and Aerospace Workers, AFL-CIO",30,,,,,41,71,,5,,,"All full-time and regular part-time production and maintenance employees, including leads, employed by the Employer at their 17885 ND 13 Wahpeton, ND facility; excluding all other employees, office clerical employees, professional employees, and guards and supervisors as defined by the Act, as amended.",,,
"Region 14, Saint Louis, Missouri",14-RD-349012,"PepsiCo Beverages North America (PBNA), an Operating Unit of PepsiCo Inc.",Closed,08/26/2024,09/25/2025,"Certification of Results",Tulsa,OK,A,"Single Labor Organization",Initial,09/25/2024,59,,"Transport Drivers Union of Beverage Products Corporation, affiliated with International Brotherhood of Teamsters, Local 886",25,,,,,27,52,,3,Y,"Transport Drivers Union of Beverage Products Corporation, affiliated with International Brotherhood of Teamsters, Local 886","All transport drivers employed by the Employer at its facility located at 510 West Skelly Drive, Tulsa, Oklahoma, but EXCLUDING all other employees, in all of the Employer's Divisions, including but without any limitation on the generality of the foregoing, all other drivers, warehouse persons, production employees, maintenance employees, clerical and office employees, guards, watch persons, and supervisors as defined in the Act.",,,
