Region,"Case Number","Case Name",Status,"Date Filed","Date Closed","Reason Closed",City,"States & Territories","Unit ID","Ballot Type","Tally Type","Tally Date","No of Eligible Voters","Void Ballots","Labor Union1","Votes for Labor Union1","Labor Union2","Votes for Labor Union2","Labor Union3","Votes for Labor Union3","Votes Against","Total Ballots Counted","Runoff Required","Challenged Ballots","Challenges are Determinative","Union to Certify","Voting Unit (Unit A)","Voting Unit (Unit B)","Voting Unit (Unit C)","Voting Unit (Unit D)"
"Region 28, Phoenix, Arizona",28-RC-291218,"Foothills Fire Protection, Inc.",Closed,02/24/2022,12/29/2025,"Certification of Results",Scottsdale,AZ,A,"Single Labor Organization",Rerun,12/08/2025,3,,"Road Sprinkler Fitters Local Union No. 669, United Association of Journeymen and Apprentices of the Plumbing and Pipe Fitting Industry of the United States and Canada, AFL-CIO",,,,,,2,3,,1,,,"INCLUDED: All full-time and regular part-time Sprinkler Fitters and Helpers working in the Employer’s Tenant Improvement Department at its Scottsdale, Arizona facility.

EXCLUDED: All other employees, including managers, guards, and supervisors as defined by the Act.",,,
"Region 16, Fort Worth, Texas",16-RC-300859,"Via 313 Pizza Restaurant, LLC",Closed,08/05/2022,03/26/2025,"Certification of Results",Austin,TX,A,"Single Labor Organization",Rerun,03/18/2025,30,,"RESTAURANT WORKERS UNITED",1,,,,,7,8,,4,,,"INCLUDED: All full-time and regular part-time Cashiers, Hosts, Hostesses, Servers, Server Assistants, Bartenders, Cooks, Doughs, and Dishwashers.

EXCLUDED: All General Managers, Assistant General Managers, Assistant Managers, Kitchen Managers, MIT Managers in Training, Training Managers, BOH Trainees, FOH Trainees, BOH Trainers, FOH Trainers, Corporate Trainers, Guards, and Supervisors as defined by the Act.

OTHERS PERMITTED TO VOTE: At this time, no decision has been made regarding whether employees classified as BOH Shift Managers and FOH Shift Managers are included in, or excluded from, the bargaining unit.  Individuals in this classification may vote in the election but their ballots shall be challenged since their eligibility has not been determined.  The eligibility or inclusion of these individuals will be resolved, if necessary, following the election.  
",,,
"Region 16, Fort Worth, Texas",16-RC-300851,"Via 313 Pizza Restaurant II, LLC",Closed,08/05/2022,07/29/2026,"Certific. of Representative",Austin,TX,A,"Single Labor Organization",Rerun,03/18/2025,59,,"Restaurant Workers United",22,,,,,16,38,,3,,"Restaurant Workers United","INCLUDED: All full-time and regular part-time Cashiers, Hosts, Hostesses, Servers, Server Assistants, Bartenders, Cooks, Doughs, and Dishwashers.

EXCLUDED: All General Managers, Assistant General Managers, Assistant Managers, Kitchen Managers, MIT Managers in Training, Training Managers, BOH Trainees, FOH Trainees, BOH Trainers, FOH Trainers, Corporate Trainers, Guards, and Supervisors as defined by the Act.

OTHERS PERMITTED TO VOTE: At this time, no decision has been made regarding whether employees classified as BOH Shift Managers and FOH Shift Managers are included in, or excluded from, the bargaining unit.  Individuals in this classification may vote in the election but their ballots shall be challenged since their eligibility has not been determined.  The eligibility or inclusion of these individuals will be resolved, if necessary, following the election.  
",,,
"Region 16, Fort Worth, Texas",16-RC-300860,"Via 313, LLC",Closed,08/05/2022,03/25/2025,"Certification of Results",Austin,TX,A,"Single Labor Organization",Rerun,03/17/2025,43,,"RESTAURANT WORKERS UNITED",2,,,,,14,16,,2,,,"INCLUDED: All full-time and regular part-time Cashiers, Hosts, Hostesses, Servers, Server Assistants, Bartenders, Cooks, Doughs, and Dishwashers. 

EXCLUDED: All General Managers, Assistant General Managers, Assistant Managers, Kitchen Managers, MIT Managers in Training, Training Managers, BOH Trainees, FOH Trainees, BOH Trainers, FOH Trainers, Corporate Trainers, Guards, and Supervisors as defined by the Act.

OTHERS PERMITTED TO VOTE: At this time, no decision has been made regarding whether employees classified as BOH Shift Managers and FOH Shift Managers are included in, or excluded from, the bargaining unit.  Individuals in this classification may vote in the election but their ballots shall be challenged since their eligibility has not been determined.  The eligibility or inclusion of these individuals will be resolved, if necessary, following the election. 
",,,
"Region 28, Phoenix, Arizona",28-RC-301502,"Trulieve Cannabis Corporation and Harvest Dispensaries, Cultivations & Production Facilities, LLC and Green Sky Patient Center of Scottsdale North, Inc. d/b/a Arizona Natural Selections, Joint Employers",Closed,08/12/2022,05/09/2025,"Certific. of Representative",Scottsdale,AZ,A,"Single Labor Organization",Rerun,03/13/2025,8,,"United Food & Commercial Workers International Union, Local 99, AFL-CIO, CLC",2,,,,,1,3,,,,"United Food & Commercial Workers International Union, Local 99, AFL-CIO, CLC","Included: All full-time and regular part-time dispensary associates, shift supervisors, associate online managers, and associate inventory managers employed by the Employer at its facility at 7320 East Butherus Drive, Suite 100, Scottsdale, AZ 85260. 

Excluded: All other employees, office clerical employees, confidential employees, professional employees, managers, guards, and supervisors as defined by the National Labor Relations Act.",,,
"Region 28, Phoenix, Arizona",28-RC-305639,"AZCL1 d/b/a Curaleaf",Closed,10/18/2022,02/26/2025,"Certification of Results",Tucson,AZ,A,"Single Labor Organization",Rerun,02/13/2025,21,,"United Food & Commercial Workers International Union, Local 99, AFL-CIO, CLC",6,,,,,9,15,,,,,"INCLUDED:  All full-time and regular part-time Store Associates employed by the Employer at its facility located in Tucson, Arizona. 

EXCLUDED:  All other employees, office clerical employees, professional employees, Store Associate Leads, managers, guards, and supervisors as defined in the Act. 
",,,
"Region 13, Chicago, Illinois",13-RC-303083,"Lakeshore Recycling Systems, LLC d/b/a Prairieland Disposal",Closed,09/09/2022,02/05/2025,"Certific. of Representative",Wauconda,IL,A,"Single Labor Organization",Rerun,01/28/2025,47,,"Teamsters Local Union No. 301",24,,,,,21,45,,,,"Teamsters Local Union No. 301","Included:  All full-time and regular part-time drivers, including commercial drivers, container drivers, residential drivers, residential recycle drivers, roll off drivers, and swing drivers, employed by the Employer out of its facility currently located at 1350 North Old Rand Road, Wauconda, Illinois.
 
Excluded:  All other employees, maintenance employees, mechanics, office clerical employees and guards, and professional employees and supervisors as defined in the Act.",,,
"Region 13, Chicago, Illinois",13-RC-303083,"Lakeshore Recycling Systems, LLC d/b/a Prairieland Disposal",Closed,09/09/2022,02/05/2025,"Certific. of Representative",Wauconda,IL,A,"Single Labor Organization",Rerun,01/28/2025,47,,"Teamsters Local Union No. 301",24,,,,,21,45,,,,"Teamsters Local Union No. 301","Included:  All full-time and regular part-time drivers, including commercial drivers, container drivers, residential drivers, residential recycle drivers, roll off drivers, and swing drivers, employed by the Employer out of its facility currently located at 1350 North Old Rand Road, Wauconda, Illinois.
 
Excluded:  All other employees, maintenance employees, mechanics, office clerical employees and guards, and professional employees and supervisors as defined in the Act.",,,
"Region 21, Los Angeles, California",21-RC-307547,"AHMC San Gabriel Valley Medical Center LP, d/b/a San Gabriel Valley Medical Center",Closed,11/21/2022,11/20/2024,"Certific. of Representative","San Gabriel",CA,A,"Single Labor Organization",Initial,11/08/2024,8,,"National Nurses Organizing Committee (NNOC) -Missouri & Kansas/National Nurses United",4,,,,,2,6,,,,"National Nurses Organizing Committee (NNOC) -Missouri & Kansas/National Nurses United","Included:  All full-time, regular part-time, and per diem registered nurses (RN) in the Case Manager position requiring an RN license, employed by the Employer at its facility currently located at 438 West Las Tunas Drive, San Gabriel, CA 91776.

Others Permitted to Vote:  The parties have agreed that Lead Case Managers may vote in the election, but their ballots will be challenged since their eligibility has not been resolved.  No decision has been made regarding whether this classification is included in, or excluded from, the bargaining unit.  The eligibility or inclusion of this classification will be resolved, if necessary, following the election.

Also eligible to vote are all per diem employees in the unit who have worked an average of 4 hours or more per week during the 13 weeks immediately preceding the eligibility date for the election.  

Excluded:  All supervisors and managers as defined in the Act; Registered nurses in the following positions: Clinical Educators; Patient Educators; Clinical Nurse Specialists; Nurse Practitioners; Certified Nurse Midwives; Nurse Anesthetists; Staffing Coordinator/Bed Control nurses; Infection Control nurses; Employee Health nurses; Nurse auditors; Computer nurses; Quality Improvement/Assurance nurses; Utilization Review nurses; Risk Management nurses: Research nurses; Nurse Recruiters; all women religious regardless of their employee assignment; and employees of outside registries and other agencies supplying labor to the Employer.

If a majority of valid ballots are cast for the Petitioner, California Nurses Association (CNA)/National Nurses United (NNU), they will be taken to have indicated the employees’ desire to be included in the established bargaining unit of registered nurses currently represented by the Petitioner.  If a majority of valid ballots are not cast for representation, they will be taken to have indicated the employees’ desire to remain unrepresented.

",,,
"Region 25, Indianapolis, Indiana",25-RC-297000,"SOLV Energy, LLC and Aerotek, Inc. Joint-Employers",Closed,06/03/2022,10/09/2024,"Certification of Results","Bass Lake",IN,A,"Single Labor Organization",Initial,10/02/2024,78,,"International Union of Operating Engineers, Local 150, AFL-CIO",6,,,,,22,31,,3,,,"Included:  All regular full- and part-time excavator operators, skid steer operators, loader operators, 12k telehandlers, pile driver operators, fuel/water truck tractor operators, rubber tire roller operators, street sweeper operators, leads, and mechanics jointly employed by Aerotek, Inc. and SOLV Energy LLC at the Mammoth North Solar project. 

Excluded:  All office clerical employees, safety employees, professional employees, managers, foremen, quality control employees, temporary employees, general laborers, and guards and supervisors as defined in the Act.",,,
