Region,"Case Number","Case Name",Status,"Date Filed","Date Closed","Reason Closed",City,"States & Territories","Unit ID","Ballot Type","Tally Type","Tally Date","No of Eligible Voters","Void Ballots","Labor Union1","Votes for Labor Union1","Labor Union2","Votes for Labor Union2","Labor Union3","Votes for Labor Union3","Votes Against","Total Ballots Counted","Runoff Required","Challenged Ballots","Challenges are Determinative","Union to Certify","Voting Unit (Unit A)","Voting Unit (Unit B)","Voting Unit (Unit C)","Voting Unit (Unit D)"
"Region 05, Baltimore, Maryland",05-RC-183865,"D & H Demolition, LLC",Closed,09/08/2016,09/11/2018,"Certific. of Representative","New Carrollton",MD,A,"Single Labor Organization",Initial,03/07/2018,23,,"Construction and Master Laborers' Local Union 11",,,,,,,,,12,Y,,"All full-time and regular part-time laborers, including demolition and asbestos removal employees employed directly by the Employer at its jobsites at which the Employer performs work in the District of Columbia and in Maryland within the District of Columbia metropolitan area; excluding employees at any jobsite who are jointly employed by the Employer and any other employer, foreman, superintendents, office clerical employees, confidential employees, managerial employees, professional employees, guards and supervisors as defined in the Act.",,,
"Region 07, Detroit, Michigan",07-RD-184992,"Bronson Battle Creek Hospital",Closed,09/23/2016,03/05/2018,"Certification of Results","Battle Creek",MI,A,"Single Labor Organization",Initial,02/23/2018,192,,"SEIU Healthcare Michigan",50,,,,,111,161,,5,,"SEIU Healthcare Michigan","All full-time and part-time service and maintenance employees in the following department/units: emergency/trauma, surgery, material control/materials management, radiology, dietary/food service, environmental services, Hospitality services, plant operations, and nursing employed by the Employer at 166 E. Goodale, 183 West Street, and 300 North Avenue, Battle Creek, Michigan; but excluding physicians, registered nurses, other professionals, technicals, clericals, and guards, supervisors, casual, and temporary employees, and all other employees of the Employer.",,,
"Region 01, Boston, Massachusetts",01-RC-186442,"PRESIDENT AND FELLOWS OF HARVARD COLLEGE",Closed,10/18/2016,04/30/2018,"Certific. of Representative",CAMBRIDGE,MA,A,"Revised Single Labor Org",Initial,01/11/2018,3556,2,"WPI GRADUATE WORKERS UNION-International Union, United Automobile, Aerospace, and Agricultural Implement Workers of America, UAW",1396,,,,,1526,2922,,,,"WPI GRADUATE WORKERS UNION-International Union, United Automobile, Aerospace, and Agricultural Implement Workers of America, UAW",,,,
"Region 19, Seattle, Washington",19-RC-189869,"Rural/Metro of Greater Seattle, Inc.",Closed,12/14/2016,01/08/2018,"Certific. of Representative",Fife,WA,A,"Two Labor Organizations",Initial,12/22/2017,117,4,"International Association of EMT's and Paramedics (IAEP)",40,"Teamsters Local 763, affiliated with International Brotherhood of Teamsters",18,,,2,60,,1,,"International Association of EMT's and Paramedics (IAEP)","All full-time and regular part-time paramedics (EMT-P's) and Emergency Medical Technicians (EMT's), ATS Drivers and non-supervisory Field Training Officers (FTO's) employed by the Employer and working in Pierce County; excluding all other employees, and guards and supervisors as defined in the Act.",,,
"Region 21, Los Angeles, California",21-RC-167379,"PACIFIC COAST SIGHTSEEING TOURS & CHARTERS, INC. A WHOLLY OWNED SUBSIDIARY OF COACH USA, INC., AND MEGABUS WEST, LLC, AN INDIRECTLY OWNED SUBSIDIARY OF COACH USA, INC.",Closed,01/08/2016,01/02/2018,"Certific. of Representative",ANAHEIM,CA,A,"Single Labor Organization",Rerun,12/15/2017,219,1,"INTERNATIONAL ASSOCIATION OF SHEET METAL, AIR, RAIL AND TRANSPORTATION WORKERS (SMART)",93,,,,,65,158,,,,"INTERNATIONAL ASSOCIATION OF SHEET METAL, AIR, RAIL AND TRANSPORTATION WORKERS (SMART)","The election conducted on February 4 and 6, 2016 was set aside because the National Labor Relations Board found that certain conduct of the Employer interfered with the employees' excercise of a free and reasoned choice. Therefore, a new election will be held in accordance with the terms of this notice of election. All eligible voters should understand that the National Labor Relations Act, as amended, gives them the right to cast their ballots as they see fit and protects them in the excecise of this right, free from interference by any of the parties. 

Included: All full-time and regular part-time drivers-charter, drivers-contract, drivers-regular route, drivers-sightseeing and tours, Megabus drivers, lead maintenance mechanics, mechanics A, mechanics B, mechanics C, maintenance support wash/cleaning associates, maintenance support wash/cleaning contributors, ticket clerk associates, and ticket clerk contributors employed by the Employer at its facilities located at 2001 South Manchester Avenue, Anaheim, CA 92802; 1800 Golden State Avenue, Bakersfield, CA 93301; and 6828 Valjean, Van Nuys, CA 91406. 

Excluded: All other employees, administrative employees, reservationists, hotel sales representatives, accounting employees, customer service employees, dispatchers, porters, temporary employees, office clerical employees, professional employees, managerial employees, guards, and supervisors as defined by the Act. 


Ballot count: All  ballots will be commingled and counted on December 15, 2017, at 3:00 p.m. at Region 21, 888 South Figueroa Street, 9th Floor, Los Angeles, California.",,,
"Region 20, San Francisco, California",20-RC-170260,"Petaluma Valley Hospital",Closed,02/23/2016,12/21/2017,"Certific. of Representative",Petaluma,CA,A,"Single Labor Organization",Initial,12/13/2017,135,,"Petaluma Staff Nurse Partnership",101,,,,,4,105,,4,,"Petaluma Staff Nurse Partnership","All full-time, part-time, and per diem Staff Nurses, Supplemental Nurses, Charge Nurses, employed by the Employer at its facility located at 400 North McDowell Blvd, Petaluma, California; excluding Home Health Nurses, Hospice Nurses, Case Managers, Wound Care Nurses, Infection Control Nurses, Health Resource Specialist, Employee Health Nurses, Nurse Educator/OB Educator, Staff Development Instructor, Patient Educator, Administrative Coordinator, Department Manager, Relief Administrative Coordinator, Vice President of Operations, Directors, Managers, and Supervisors as defined by the Act.",,,
"Region 19, Seattle, Washington",19-RM-185435,"800 Medcalf Lane North Operations, LLC d/b/a Montesano Health and Rehabilitation Center",Closed,10/03/2016,12/14/2017,"Certific. of Representative",Montesano,WA,A,"Single Labor Organization",Initial,12/06/2017,67,,"International Association of Machinists & Aerospace Workers, District Lodge W24, Local Lodge LL130, AFL-CIO",30,,,,,24,54,,,N,"International Association of Machinists & Aerospace Workers, District Lodge W24, Local Lodge LL130, AFL-CIO","All full-time and regular part-time Registered Nurses employed by the Employer at its Montesano, Washington facility; excluding all non-professional employees, and guards and supervisors as defined by the Act.","All full-time and regular part-time Licensed Practical Nurses, Registered Nursing Assistants, Certified Nursing Assistants, Restorative Aids, Ward Clerks, Activities Assistants, Social Service Assistants, Receptionists, Maintenance Employees, Cooks, Dietary Aids, Laundry Employees and Housekeeping Employees employed by the Employer at its Montesano, Washington facility; excluding all professional employees, and guards and supervisors as defined by the Act.","All full-time and regular part-time Licensed Practical Nurses, Registered Nursing Assistants, Certified Nursing Assistants, Restorative Aids, Ward Clerks, Activities Assistants, Social Service Assistants, Receptionists, Maintenance Employees, Cooks, Dietary Aids, Laundry Employees and Housekeeping Employees employed by the Employer at its Montesano, Washington facility; excluding all professional employees, and guards and supervisors as defined by the Act.","All full-time and regular part-time Licensed Practical Nurses, Registered Nursing Assistants, Certified Nursing Assistants, Restorative Aids, Ward Clerks, Activities Assistants, Social Service Assistants, Receptionists, Maintenance Employees, Cooks, Dietary Aids, Laundry Employees and Housekeeping Employees employed by the Employer at its Montesano, Washington facility; excluding all professional employees, and guards and supervisors as defined by the Act."
"Region 04, Philadelphia, Pennsylvania",04-RC-176433,"Albert's Organics, Inc.",Closed,05/18/2016,11/15/2017,"Certification of Results",Swedesboro,NJ,A,"Single Labor Organization",Initial,11/03/2017,36,,"International Brotherhood of Teamsters, Local 628",13,,,,,21,34,,1,,,"Included:  All full-time and regular part-time CDL route drivers employed by the Employer from its 1155 Commerce Blvd, Logan Township, NJ facility.

Excluded:  All other employees, including warehouse employees, office employees, confidential employees, guards and supervisors as defined in the Act.",,,
"Region 21, Los Angeles, California",21-RC-174486,"K&N Engineering, Inc.",Closed,04/20/2016,11/27/2017,"Certification of Results",Riverside,CA,A,"Revised Single Labor Org",Initial,10/19/2017,641,2,"International Association of Machinists and Aerospace Workers, District Lodge 725",290,,,,,292,582,,1,,,"Included: All full-time and regular part-time production employees (including, Aluminum Welders I, Aluminum Welders II, Aluminum Welders III, Fabricators, Metal Fabricators, Helper Powder Coats, Janitors, Machine Shop Production Leads, Production Workers, Punch Press Operators, RD Fabricators — Fixtures, Sanders, Stainless Welders I, Stainless Welders II, Stainless Welders III, Team Leader — Tube Bending, Powder Coat Techs, Tube Benders I, Tube Benders II, Tube Benders III, Aluminum TIG Welders, Sr. Product Technicians, CNC Operators, CNC Operators II, CNC Programmer/Operators, CNC Programmer/Operators III, Electrical Controls Techs, Machine Design Engineers, Sr. Machine Builders, Media Painters, Robotic Welders I, Robotic Welders II and Robotic Welders III employed by the Employer at its manufacturing and warehouse facilities in Riverside, California.

Excluded: All other employees, office clerical employees, professional employees, confidential employees, managers, guards and supervisors as defined in the Act.

Others permitted to vote: The parties have agreed that Maintenance Leads, Maintenance Techs I, Maintenance Techs II, and Maintenance Techs III may vote in the election but their ballots will be challenged since their eligibility has not been resolved. No decision has been made regarding whether the individuals in these classifications or groups are included in, or excluded from, the bargaining unit. The eligibility or inclusion of these individuals will be resolved, if necessary, following the election, and, accordingly, the parties retain the right to present evidence postelection in all forms in relation to whether the maintenance workers who will vote subject to challenge should appropriately be part of the unit.",,,
"Region 21, Los Angeles, California",21-RC-174700,"K&N Engineering, Inc.",Closed,04/22/2016,11/27/2017,"Certification of Results",Riverside,CA,A,"Revised Single Labor Org",Initial,10/19/2017,641,2,"International Association of Machinists and Aerospace Workers, District Lodge 725",290,,,,,292,582,,1,,,"Included: All full-time and regular part-time production employees (including, Aluminum Welders I, Aluminum Welders II, Aluminum Welders III, Fabricators, Metal Fabricators, Helper Powder Coats, Janitors, Machine Shop Production Leads, Production Workers, Punch Press Operators, RD Fabricators — Fixtures, Sanders, Stainless Welders I, Stainless Welders II, Stainless Welders III, Team Leader — Tube Bending, Powder Coat Techs, Tube Benders I, Tube Benders II, Tube Benders III, Aluminum TIG Welders, Sr. Product Technicians, CNC Operators, CNC Operators II, CNC Programmer/Operators, CNC Programmer/Operators III, Electrical Controls Techs, Machine Design Engineers, Sr. Machine Builders, Media Painters, Robotic Welders I, Robotic Welders ll and Robotic Welders III,  Maintenance Leads, Maintenance Techs I, Maintenance Techs II, and Maintenance Techs III employed by the Employer at its manufacturing and warehouse facilities in Riverside, California

Excluded: All other employees, office clerical employees, professional employees, confidential employees, managers, guards and supervisors as defined in the Act.",,,
"Region 18, Minneapolis, Minnesota",18-RD-186636,"Graymont Western Lime, Inc.",Closed,10/21/2016,10/19/2017,"Certification of Results","Green Bay",WI,A,"Single Labor Organization",Initial,10/12/2017,11,,"United Steel, Paper & Forestry, Rubber, Manufacturing, Energy, Allied Industrial & Service Workers International Union, AFL-CIO/CLC",5,,,,,5,10,,,,,"All full time and regular part time production and maintenance employees, including Kiln Operators, Assistant Kiln Operators, Hydrator Operators, Warehouse Operators, Plant Cleanup Operators, Utility Employees, Truck Loaders, Maintenance Mechanics, Stone Handlers, and Electricians employed by the Employer at its Green Bay, Wisconsin facility, 

Excluding all other employees, office clerical employees, Administrative Assistants, Plant Managers, Production Supervisors, Maintenance Supervisors, HSE Specialists, Quality Assurance Specialists, Reliability Specialists, Maintenance Buyers/Inventory Coordinators, professional employees, and guards and supervisors, as defined in the Act, as amended",,,
"Region 18, Minneapolis, Minnesota",18-RC-169231,"Minnesota Timberwolves Basketball, LP",Closed,02/08/2016,10/11/2017,"Certification of Results",Minneapolis,MN,A,"Single Labor Organization",Initial,10/04/2017,46,,"International Alliance of Theatrical Stage Employees (IATSE)",13,,,,,20,33,,2,,,"All regular part-time freelance technicians, including Directors, Technical Directors, Audio/Tape Operators, Engineers in Charge, Engineers, Camera Operators (including stationary, mobile and remotely operated), Font Operators, Thunder Operators, Replay Operators, Utilities and others in similar technical positions performing pre-production, production and post-production work in connection with closed circuit telecasts displayed on the in-house video system within the Employer's home arena, including such telecasts of Minnesota Timberwolves games, Minnesota Lynx games, pre-game shows and post-game shows.

Excluding all other employees, office clerical employees and guards, professional employees and supervisors defined in the Act.",,,
"Region 13, Chicago, Illinois",13-RD-169576,"C.R. England Intermodal",Closed,02/12/2016,09/28/2017,"Certification of Results",Chicago,IL,A,"Single Labor Organization",Initial,09/20/2017,77,1,"Teamsters Local Union No. 705",33,,,,,39,72,,,,,"Included: All full-time and regular part-time intermodal drivers employed by the Employer at its facility currently located at 5300 Joliet Road, McCook, Illinois.

Excluded: Driver evaluators, owner operator drivers, broker drivers, independent contractors, managerial employees, confidential employees, office clerical employees and guards, professional employees and supervisors as defined in the Act.",,,
"Region 22, Newark, New Jersey",22-RC-183715,"Fond Du Lac Cold Storage, Inc.",Closed,09/06/2016,08/30/2017,"Certification of Results",Edison,NJ,A,"Revised Single Labor Org",Initial,08/22/2017,98,,"United Food & Commercial Workers Union Local 2013",44,,,,,49,93,,,,,"Included: All full-time and regular part-time drivers and helpers employed by the Employer at its Edison, New Jersey facilities.
Excluded: All warehouse employees, managers, office clerical employees, professional employees, guards and supervisors as defined in the Act.",,,
"Region 01, Boston, Massachusetts",01-RM-185977,"G & K Services Co., LLC",Closed,10/12/2016,08/29/2017,"Certification of Results",Hartford,CT,A,"Single Labor Organization",Initial,08/21/2017,18,,"Laundry, Distribution and Food Service Joint Board, Workers United, SEIU",,,,,,18,18,,,,"Laundry, Distribution and Food Service Joint Board, Workers United, SEIU","All full-time and regular part-time route sales representatives (RSRs), loaders/unloaders, and shuttle drivers employed by the Employer at its Hartford, Connecticut and its Bohemia, New York locations; and excluding all other employers, and guards, professional employees and supervisors as defined in the Act.",,,
"Region 22, Newark, New Jersey",22-RC-186622,"National Hot Rod Association (NHRA)",Closed,10/20/2016,07/29/2019,"Certific. of Representative",Glendora,CA,A,"Revised Single Labor Org",Initial,08/16/2017,99,,"International Alliance of Theatrical Stage Employees (IATSE)",35,,,,,34,69,,2,Y,,"All broadcast technicians employed by the National Hot Rod Association (“NHRA”) including technical directors (TD Technical Director), associate directors (AD Associate Director, AD Satellite Feed), assistant producers (PRD Pit Producer, PRD Video Board), camera operators (HC Hard Camera, HH Handheld Camera), audio technicians (A1 Audio Lead), audio assists/assistants (A2 Audio Assist, SUB Sub Mixer), replay producers, videotape operators, digital recording device operators (EVS Replay Operator), video technicians (V1 Senior Video, V2 Video Operator),  video technician assistants (Video Assist), graphics operators (VIZ Graphics Operator), graphics coordinators (GPSC Graphics Coordinator), bug operators (Bug Operator), runners (RNR Runner), and utility technicians (UTE Utility) performing work in connection with telecasting of live or recorded racing events at remote locations; but excluding all office clerical employees and professional employees, guards, and supervisors as defined in the Act, and all other employees.",,,
"Region 25, Indianapolis, Indiana",25-RC-184895,"Starbest Construction, LLC",Closed,09/23/2016,12/12/2017,"Certific. of Representative","La Porte",IN,A,"Revised Single Labor Org",Initial,08/09/2017,3,,"Indiana/Kentucky/Ohio Regional Council of Carpenters",1,,,,,,1,,,,"Indiana/Kentucky/Ohio Regional Council of Carpenters","All full-time and regular part-time carpenters employed by the Employer at its jobsites in Northwest Indiana; BUT EXCLUDING office clerical employees, confidential employees, and guards and supervisors as defined in the Act.",,,
"Region 22, Newark, New Jersey",22-RD-188411,"GENERAL GROCERY WAREHOUSE & DAIRY DIVISION",Closed,11/18/2016,08/14/2017,"Certification of Results",Carlstadt,NJ,A,"Revised Single Labor Org",Initial,08/03/2017,194,1,.,86,,,,,86,172,,,,,"Included: All full-time and regular part-time warehousemen and porters (a.k.a janitors) employed by the Employer at its Carlstadt, New Jersey facility.
Excluded: All office clerical employees, office employees, managers, guards and supervisors as defined in the Act, and all other employees.",,,
"Region 31, Los Angeles, California",31-RD-183064,"Spa Products Import and Distribution Co., LLC",Closed,08/26/2016,08/11/2017,"Certific. of Representative","Los Angeles",CA,A,"Single Labor Organization",Initial,08/02/2017,25,,"UNITE HERE Local 11",22,,,,,3,25,,,,"UNITE HERE Local 11","Included:  All Massage Therapists, Nail Technicians, Cosmetologists and Spa Concierges employed by Spa Products Import and Distribution Co., LLC at Los Angeles International Airport.

Excluded:  All other employees, guards, managers and supervisors as defined by the Act, as amended.",,,
"Region 21, Los Angeles, California",21-RC-174486,"K&N Engineering, Inc.",Closed,04/20/2016,11/27/2017,"Certification of Results",Riverside,CA,A,"Revised Single Labor Org",Initial,07/15/2017,641,,"International Association of Machinists and Aerospace Workers, District Lodge 725",289,,,,,275,564,,19,Y,,"Included: All full-time and regular part-time production employees (including, Aluminum Welders I, Aluminum Welders II, Aluminum Welders III, Fabricators, Metal Fabricators, Helper Powder Coats, Janitors, Machine Shop Production Leads, Production Workers, Punch Press Operators, RD Fabricators — Fixtures, Sanders, Stainless Welders I, Stainless Welders II, Stainless Welders III, Team Leader — Tube Bending, Powder Coat Techs, Tube Benders I, Tube Benders II, Tube Benders III, Aluminum TIG Welders, Sr. Product Technicians, CNC Operators, CNC Operators II, CNC Programmer/Operators, CNC Programmer/Operators III, Electrical Controls Techs, Machine Design Engineers, Sr. Machine Builders, Media Painters, Robotic Welders I, Robotic Welders II and Robotic Welders III employed by the Employer at its manufacturing and warehouse facilities in Riverside, California.

Excluded: All other employees, office clerical employees, professional employees, confidential employees, managers, guards and supervisors as defined in the Act.

Others permitted to vote: The parties have agreed that Maintenance Leads, Maintenance Techs I, Maintenance Techs II, and Maintenance Techs III may vote in the election but their ballots will be challenged since their eligibility has not been resolved. No decision has been made regarding whether the individuals in these classifications or groups are included in, or excluded from, the bargaining unit. The eligibility or inclusion of these individuals will be resolved, if necessary, following the election, and, accordingly, the parties retain the right to present evidence postelection in all forms in relation to whether the maintenance workers who will vote subject to challenge should appropriately be part of the unit.",,,
"Region 15, New Orleans, Louisiana",15-RD-188614,"Penske Truck Leasing Co.",Closed,11/21/2016,10/05/2017,"Certific. of Representative",Jackson,MS,A,"Single Labor Organization",Initial,07/14/2017,13,,"Teamsters, Local 891",7,,,,,3,10,,,,"Teamsters, Local 891","Included: All shop and garage employees employed by the Employer at its 2250 Boling Street, Jackson, Mississippi facility.
Excluded: All executives, administrative employees, sales employees, professional employees, guards, watchmen, office employees, clerical employees, rental representatives, telephone operators, and supervisors as defined in the Act.",,,
"Region 04, Philadelphia, Pennsylvania",05-RM-187514,"Garda CL Atlantic, Inc.",Closed,11/02/2016,07/13/2017,"Certification of Results",Hanover,PA,A,"Single Labor Organization",Initial,06/30/2017,20,,"International Union, Security, Police and Fire Professionals of America (SPFPA)",4,,,,,13,17,,1,,,"INCLUDED: All full time and regular part- time driver/messenger guards and vault custodians who perform guard duties as defined by Section 9(b)(3) of the National Labor Relations Act, and who are employed by the Employer at its 147 Stewart Road, Hanover Industrial Estates, Wilkes-Barre, PA facility.

EXCLUDED: All other employees, office clericals, professional employees and supervisors as defined in the Act.",,,
"Region 29, Brooklyn, New York",29-RC-189873,"Brooklyn Warehouse 180 LLC",Closed,12/15/2016,08/04/2017,"Certific. of Representative",Brooklyn,NY,A,"Single Labor Organization",Initial,06/29/2017,7,,"Service Employees International Union, Local 32BJ",6,,,,,,6,,,,"Service Employees International Union, Local 32BJ","All full-time and regular part-time building service workers, including porters, doormen, concierges, shuttle drivers, and superintendents who are not supervisors as defined by the Act employed by the Employer at its facility located at 180 Nassau Street, Brooklyn, NY; excluding superintendents who are supervisors as defined by the Act, managers, office clerical employees, guards and supervisors as defined by the Act.",,,
