family,specification,outcome,b,se,p,N,outcome_count,units,ci_low,ci_high
county_week_ppml,primary_common_support,rc_petition_count,.011157800184592,.0098052612,.25514549,10594,4323,155,-.0080601585430255,.0303757589122096
county_week_ppml,primary_common_support,election_180_count,-.018467130421407,.0091948397,.044598341,10594,2654,155,-.0364886851667139,-.0004455756761
county_week_ppml,primary_common_support,certified_rep_365_count,.0108316772058902,.015705217,.49039131,10594,2063,155,-.0199499818484613,.0416133362602418
county_week_ppml,primary_common_support,failed_180_count,.0622025787094906,.017463991,.0003683744,10594,1557,155,.0279737845029515,.0964313729160297
county_week_ppml,primary_common_support,certified_tally_proxy_365_count,.002849392071924,.011022653,.79601854,10429,2210,155,-.0187546116663155,.0244533958101634
county_week_ppml,tally_own_support,certified_tally_proxy_365_count,.0166176722524852,.0092258537,.071670264,108769,12026,1160,-.0014646687630315,.0347000132680019
