family,specification,variable,b,se,p,N,ci_low,ci_high
union_county_week_ppml,union_state_month_allocation,p95_days_lag1_4,-.0052206410958482,.0096595734380643,.588877838208637,205921,-.024153057140474,.0137117749487776
