metric,value
mean_state_week_reallocation,.0067406435292412
petition_equivalents_per_100_petitions,.3467609086295339
mean_top_decile_state_week_reallocation,.0229541562187882
top_decile_petition_equivalents_per_100,1.042362649548834
mean_annual_reallocation,5.431514260955034
total_reallocation_2011_2024,76.04119965337048
maximum_state_week_fitted_total_gap,.0016035409856086
