design,repetitions,observed_score,permutation_score_mean,permutation_score_sd,two_sided_extreme,two_sided_tail_probability,right_tail_extreme,right_tail_probability
trend_preserving_state_year_block,999,245.25174970467933,74.15634814968982,116.844456742997,75,0.076,73,0.074
