specification,variable,b,se,p,N,petition_events,counties,ci_low,ci_high
joint_leads_lags,p95_days_lag13_16,.0094041847353336,.0077973199,.22778697,185618,21320,1415,-.0058782814596858,.0246866509303531
joint_leads_lags,p95_days_lag9_12,-.0028968426921232,.0061736261,.63890618,185618,21320,1415,-.0149969274121349,.0092032420278885
joint_leads_lags,p95_days_lag5_8,.0109333050295445,.0056722271,.05391543,185618,21320,1415,-.0001840558487918,.0220506659078808
joint_leads_lags,p95_days_lag1_4,.0092255445727887,.0079850368,.24794547,185618,21320,1415,-.0064248400099771,.0248759291555545
joint_leads_lags,p95_days_future1_4,-.0012438487741295,.0040038223,.75605506,185618,21320,1415,-.0090911963567851,.0066034988085261
joint_leads_lags,p95_days_future5_8,-.0000224155416873,.0099814916,.99820817,185618,21320,1415,-.0195857795954725,.0195409485120979
joint_leads_lags,p95_days_future9_12,.0052490749578386,.0060045514,.38201877,185618,21320,1415,-.0065196295796094,.0170177794952867
joint_leads_lags,p95_days_future13_16,-.0010318538623155,.0056888117,.85606694,185618,21320,1415,-.0121817198157775,.0101180120911465
joint_leads_lags,joint_future_wald,.9371415846381042,,.91917282,185618,21320,1415,,
